"Supplementary Table S15. List of cell type-specific unmethylated markers (top 25), covered by Illumina TruSeq EPIC hybrid capture panel (hg19).",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,chr,start,end,startCpG,endCpG,position,Number of CpGs,Length,Target meth. ,Background meth.,Diff,Genomic class,Gene,,p-value,,,,,,,,,,,
Pancreas-Delta,chr11,94597666,94598048,16900915,16900925,chr11:94597666-94598048,10CpGs,382bp,0.176,0.88,0.704,exon;intron,AMOTL1,,,,,,,,,,,,,
Pancreas-Delta,chr12,130953864,130954237,18487535,18487542,chr12:130953864-130954237,7CpGs,373bp,0.109,0.86,0.751,intron,RIMBP2,,,,,,,,,,,,,
Pancreas-Delta,chr4,169589443,169589857,7345889,7345895,chr4:169589443-169589857,6CpGs,414bp,0.21,0.912,0.702,intron,PALLD,,,,,,,,,,,,,
Pancreas-Delta,chr11,63792847,63793213,16560775,16560782,chr11:63792847-63793213,7CpGs,366bp,0.189,0.85,0.662,intron,MACROD1,,,,,,,,,,,,,
Pancreas-Duct,chr7,156781826,156781902,12046873,12046878,chr7:156781826-156781902,5CpGs,76bp,0.0713,0.91,0.839,Intergenic,MNX1,,,,,,,,,,,,,
Pancreas-Duct,chr16,72958470,72958531,21908911,21908916,chr16:72958470-72958531,5CpGs,61bp,0.043,0.924,0.881,intron,ZFHX3,,,,,,,,,,,,,
Pancreas-Duct,chr21,41039727,41040110,26040032,26040041,chr21:41039727-41040110,9CpGs,383bp,0.104,0.926,0.822,Intergenic,B3GALT5,,,,,,,,,,,,,
Pancreas-Duct,chr17,33419036,33419440,22636221,22636230,chr17:33419036-33419440,9CpGs,404bp,0.0796,0.872,0.793,intron,RAD51L3-RFFL,,,,,,,,,,,,,
Pancreas-Duct,chr9,140587997,140588530,14622069,14622107,chr9:140587997-140588530,38CpGs,533bp,0.257,0.93,0.673,intron,EHMT1,,,,,,,,,,,,,
Pancreas-Duct,chr12,108083606,108084072,18175830,18175836,chr12:108083606-108084072,6CpGs,466bp,0.217,0.928,0.711,intron,PWP1,,,,,,,,,,,,,
Pancreas-Duct,chr15,93830808,93831210,20994547,20994556,chr15:93830808-93831210,9CpGs,402bp,0.168,0.901,0.733,Intergenic,RGMA,,,,,,,,,,,,,
Pancreas-Duct,chr20,25189013,25189449,25312688,25312693,chr20:25189013-25189449,5CpGs,436bp,0.227,0.915,0.687,intron,ENTPD6,,,,,,,,,,,,,
Pancreas-Duct,chr10,134471997,134472211,15952337,15952352,chr10:134471997-134472211,15CpGs,214bp,0.168,0.922,0.754,intron,INPP5A,,,,,,,,,,,,,
Pancreas-Duct,chr2,21538966,21540015,2513284,2513289,chr2:21538966-21540015,5CpGs,1049bp,0.23,0.892,0.662,Intergenic,APOB,,,,,,,,,,,,,
Pancreas-Duct,chr4,1362928,1363237,6104243,6104258,chr4:1362928-1363237,15CpGs,309bp,0.129,0.913,0.784,intron,UVSSA,,,,,,,,,,,,,
Pancreas-Duct,chr21,40907442,40908085,26038480,26038491,chr21:40907442-40908085,11CpGs,643bp,0.232,0.898,0.666,Intergenic,C21orf88,,,,,,,,,,,,,
Pancreas-Duct,chr16,72871902,72872470,21907614,21907623,chr16:72871902-72872470,9CpGs,568bp,0.244,0.908,0.664,intron,ZFHX3,,,,,,,,,,,,,
Pancreas-Duct,chr10,71574125,71574803,15290611,15290616,chr10:71574125-71574803,5CpGs,678bp,0.153,0.882,0.729,intron,COL13A1,,,,,,,,,,,,,
Pancreas-Duct,chr3,122474128,122474968,5417923,5417930,chr3:122474128-122474968,7CpGs,840bp,0.365,0.929,0.565,intron,HSPBAP1,,,,,,,,,,,,,
Pancreas-Duct,chr1,30153356,30153628,514577,514588,chr1:30153356-30153628,11CpGs,272bp,0.166,0.883,0.717,Intergenic,PTPRU,,,,,,,,,,,,,
Pancreas-Duct,chr10,105492490,105492848,15635598,15635607,chr10:105492490-105492848,9CpGs,358bp,0.159,0.892,0.733,intron,SH3PXD2A,,,,,,,,,,,,,
Pancreas-Duct,chr15,36262769,36263172,20389562,20389568,chr15:36262769-36263172,6CpGs,403bp,0.186,0.895,0.709,Intergenic,MIR4510,,,,,,,,,,,,,
Pancreas-Duct,chr2,129829412,129829688,3484922,3484927,chr2:129829412-129829688,5CpGs,276bp,0.134,0.87,0.735,Intergenic,HS6ST1,,,,,,,,,,,,,
Pancreas-Duct,chr2,106553512,106553931,3262154,3262160,chr2:106553512-106553931,6CpGs,419bp,0.0537,0.891,0.837,Intergenic,C2orf40,,,,,,,,,,,,,
Pancreas-Duct,chr16,4039211,4039416,21211360,21211366,chr16:4039211-4039416,6CpGs,205bp,0.0694,0.931,0.862,intron,ADCY9,,,,,,,,,,,,,
Pancreas-Duct,chr1,2954308,2954394,78989,78996,chr1:2954308-2954394,7CpGs,86bp,0.195,0.836,0.641,Intergenic,ACTRT2,,,,,,,,,,,,,
Pancreas-Duct,chr7,26492211,26492636,10837528,10837536,chr7:26492211-26492636,8CpGs,425bp,0.365,0.915,0.55,intron,LOC441204,,,,,,,,,,,,,
Pancreas-Duct,chr14,52197984,52198357,19616997,19617003,chr14:52197984-52198357,6CpGs,373bp,0.21,0.863,0.653,TTS,FRMD6,,,,,,,,,,,,,
Pancreas-Duct,chr2,99149523,99149931,3187741,3187754,chr2:99149523-99149931,13CpGs,408bp,0.0514,0.912,0.861,intron,INPP4A,,,,,,,,,,,,,
Prostate-Ep,chr4,3403136,3403533,6148533,6148550,chr4:3403136-3403533,17CpGs,397bp,0.189,0.94,0.752,intron,RGS12,,,,,,,,,,,,,
Prostate-Ep,chr17,9348632,9348936,22370535,22370542,chr17:9348632-9348936,7CpGs,304bp,0.106,0.881,0.775,intron,STX8,,,,,,,,,,,,,
Prostate-Ep,chr12,40171398,40171533,17625071,17625078,chr12:40171398-40171533,7CpGs,135bp,0.174,0.919,0.745,intron,SLC2A13,,,,,,,,,,,,,
Prostate-Ep,chr7,293859,294354,10534525,10534552,chr7:293859-294354,27CpGs,495bp,0.0666,0.884,0.818,intron,FAM20C,,,,,,,,,,,,,
Prostate-Ep,chr19,33355362,33355623,24601692,24601704,chr19:33355362-33355623,12CpGs,261bp,0.158,0.876,0.719,exon;intron,SLC7A9,,,,,,,,,,,,,
Prostate-Ep,chr10,26677932,26678672,14931713,14931718,chr10:26677932-26678672,5CpGs,740bp,0.156,0.911,0.755,Intergenic,APBB1IP,,,,,,,,,,,,,
Prostate-Ep,chr10,79536996,79537793,15378844,15378851,chr10:79536996-79537793,7CpGs,797bp,0.303,0.947,0.645,Intergenic,KCNMA1,,,,,,,,,,,,,
Prostate-Ep,chr22,39407845,39408217,26519568,26519577,chr22:39407845-39408217,9CpGs,372bp,0.302,0.91,0.608,Intergenic,APOBEC3C,,,,,,,,,,,,,
Prostate-Ep,chr15,53833154,53833205,20556226,20556232,chr15:53833154-53833205,6CpGs,51bp,0.284,0.865,0.581,intron,WDR72,,,,,,,,,,,,,
Prostate-Ep,chr1,15405269,15405648,285242,285249,chr1:15405269-15405648,7CpGs,379bp,0.3,0.864,0.564,intron,KAZN,,,,,,,,,,,,,
Prostate-Ep,chr2,123109569,123109735,3425505,3425516,chr2:123109569-123109735,11CpGs,166bp,0.348,0.896,0.547,Intergenic,TSN,,,,,,,,,,,,,
Prostate-Ep,chr2,125165678,125165753,3438024,3438031,chr2:125165678-125165753,7CpGs,75bp,0.326,0.885,0.559,intron,CNTNAP5,,,,,,,,,,,,,
Prostate-Ep,chr1,244882534,244882840,2233198,2233204,chr1:244882534-244882840,6CpGs,306bp,0.237,0.883,0.645,Intergenic,DESI2,,,,,,,,,,,,,
Prostate-Ep,chr21,43966798,43967117,26078770,26078777,chr21:43966798-43967117,7CpGs,319bp,0.189,0.926,0.737,intron,SLC37A1,,,,,,,,,,,,,
Prostate-Ep,chr6,70225358,70225477,9713251,9713258,chr6:70225358-70225477,7CpGs,119bp,0.371,0.751,0.38,Intergenic,LMBRD1,,,,,,,,,,,,,
Prostate-Ep,chr1,61105704,61106011,855981,856007,chr1:61105704-61106011,26CpGs,307bp,0.143,0.911,0.769,Intergenic,NFIA,,,,,,,,,,,,,
Prostate-Ep,chr2,121296510,121296784,3402567,3402576,chr2:121296510-121296784,9CpGs,274bp,0.298,0.845,0.547,Intergenic,LOC84931,,,,,,,,,,,,,
Prostate-Ep,chr8,142227437,142227806,13307256,13307273,chr8:142227437-142227806,17CpGs,369bp,0.347,0.903,0.556,intron,SLC45A4,,,,,,,,,,,,,
Prostate-Ep,chr7,38469054,38469499,10945709,10945714,chr7:38469054-38469499,5CpGs,445bp,0.303,0.849,0.546,intron,AMPH,,,,,,,,,,,,,
Prostate-Ep,chr6,259430,259658,9054983,9054988,chr6:259430-259658,5CpGs,228bp,0.291,0.852,0.56,Intergenic,DUSP22,,,,,,,,,,,,,
Prostate-Ep,chr7,140001344,140001590,11851878,11851883,chr7:140001344-140001590,5CpGs,246bp,0.216,0.823,0.607,Intergenic,SLC37A3,,,,,,,,,,,,,
Prostate-Ep,chr4,8994124,8994245,6247803,6247808,chr4:8994124-8994245,5CpGs,121bp,0.381,0.845,0.464,Intergenic,LOC650293,,,,,,,,,,,,,
Prostate-Ep,chr5,68418388,68419473,8089941,8089948,chr5:68418388-68419473,7CpGs,1085bp,0.321,0.93,0.609,intron,SLC30A5,,,,,,,,,,,,,
Prostate-Ep,chr4,3417482,3417774,6148947,6148960,chr4:3417482-3417774,13CpGs,292bp,0.326,0.866,0.539,intron,RGS12,,,,,,,,,,,,,
Prostate-Ep,chr5,21665073,21665617,7777338,7777343,chr5:21665073-21665617,5CpGs,544bp,0.338,0.801,0.463,Intergenic,GUSBP1,,,,,,,,,,,,,
Skeletal-Musc,chr14,20904169,20904321,19372478,19372487,chr14:20904169-20904321,9CpGs,152bp,0.315,0.928,0.612,promoter-TSS,KLHL33,,,,,,,,,,,,,
Skeletal-Musc,chr17,79898713,79898988,23302113,23302127,chr17:79898713-79898988,14CpGs,275bp,0.359,0.916,0.557,exon,MYADML2,,,,,,,,,,,,,
Skeletal-Musc,chr10,23353063,23353387,14902141,14902153,chr10:23353063-23353387,12CpGs,324bp,0.345,0.926,0.581,Intergenic,MSRB2,,,,,,,,,,,,,
Skeletal-Musc,chr10,69868216,69868829,15267649,15267662,chr10:69868216-69868829,13CpGs,613bp,0.395,0.919,0.524,promoter-TSS,MYPN,,,,,,,,,,,,,
Skeletal-Musc,chr3,42726949,42727134,4807176,4807185,chr3:42726949-42727134,9CpGs,185bp,0.274,0.833,0.559,promoter-TSS,KLHL40,,,,,,,,,,,,,
Skeletal-Musc,chr18,76151431,76151522,23976792,23976800,chr18:76151431-76151522,8CpGs,91bp,0.385,0.883,0.499,Intergenic,SALL3,,,,,,,,,,,,,
Skeletal-Musc,chr16,21517221,21517586,21441110,21441115,chr16:21517221-21517586,5CpGs,365bp,0.357,0.9,0.543,Intergenic,LOC100271836,,,,,,,,,,,,,
Skeletal-Musc,chr2,110806181,110806720,3304682,3304694,chr2:110806181-110806720,12CpGs,539bp,0.361,0.882,0.521,Intergenic,MIR4267,,,,,,,,,,,,,
Skeletal-Musc,chr1,17490806,17490847,322167,322172,chr1:17490806-17490847,5CpGs,41bp,0.388,0.911,0.523,Intergenic,PADI1,,,,,,,,,,,,,
Skeletal-Musc,chr21,43025038,43025120,26060626,26060632,chr21:43025038-43025120,6CpGs,82bp,0.35,0.901,0.55,Intergenic,LINC00111,,,,,,,,,,,,,
Skeletal-Musc,chr16,87004646,87004878,22097105,22097112,chr16:87004646-87004878,7CpGs,232bp,0.357,0.884,0.527,Intergenic,C16orf95,,,,,,,,,,,,,
Skeletal-Musc,chr9,74426982,74427329,13858791,13858797,chr9:74426982-74427329,6CpGs,347bp,0.341,0.912,0.57,Intergenic,TMEM2,,,,,,,,,,,,,
Skeletal-Musc,chr2,11917270,11917430,2436641,2436648,chr2:11917270-11917430,7CpGs,160bp,0.298,0.894,0.596,intron,LPIN1,,,,,,,,,,,,,
Skeletal-Musc,chr2,242152815,242153018,4427205,4427212,chr2:242152815-242153018,7CpGs,203bp,0.368,0.849,0.481,intron,ANO7,,,,,,,,,,,,,
Skeletal-Musc,chr1,156724345,156724474,1459432,1459437,chr1:156724345-156724474,5CpGs,129bp,0.368,0.879,0.512,Intergenic,HDGF,,,,,,,,,,,,,
Skeletal-Musc,chr12,122848458,122848709,18373207,18373216,chr12:122848458-122848709,9CpGs,251bp,0.383,0.925,0.543,intron,CLIP1,,,,,,,,,,,,,
Skeletal-Musc,chr16,88137509,88137598,22123892,22123900,chr16:88137509-88137598,8CpGs,89bp,0.363,0.813,0.45,Intergenic,BANP,,,,,,,,,,,,,
Skeletal-Musc,chr5,133836491,133836846,8563063,8563068,chr5:133836491-133836846,5CpGs,355bp,0.331,0.866,0.535,Intergenic,PHF15,,,,,,,,,,,,,
Skeletal-Musc,chr17,65040029,65040463,23045322,23045335,chr17:65040029-65040463,13CpGs,434bp,0.347,0.883,0.536,promoter-TSS,CACNG1,,,,,,,,,,,,,
Skeletal-Musc,chr2,23741540,23742109,2528933,2528942,chr2:23741540-23742109,9CpGs,569bp,0.367,0.879,0.511,intron,KLHL29,,,,,,,,,,,,,
Skeletal-Musc,chr12,57596534,57596834,17808367,17808373,chr12:57596534-57596834,6CpGs,300bp,0.377,0.919,0.543,intron,LRP1,,,,,,,,,,,,,
Skeletal-Musc,chr18,57863480,57863833,23817972,23817981,chr18:57863480-57863833,9CpGs,353bp,0.287,0.898,0.611,Intergenic,MC4R,,,,,,,,,,,,,
Skeletal-Musc,chr2,219696690,219697160,4157568,4157573,chr2:219696690-219697160,5CpGs,470bp,0.387,0.832,0.445,promoter-TSS,PRKAG3,,,,,,,,,,,,,
Skeletal-Musc,chr17,4528360,4528541,22284228,22284236,chr17:4528360-4528541,8CpGs,181bp,0.365,0.925,0.56,Intergenic,ALOX15,,,,,,,,,,,,,
Skeletal-Musc,chr20,20065420,20065874,25261554,25261564,chr20:20065420-20065874,10CpGs,454bp,0.296,0.88,0.584,intron,C20orf26,,,,,,,,,,,,,
Small-Int-Ep,chr2,136594907,136595049,3555129,3555137,chr2:136594907-136595049,8CpGs,142bp,0.0653,0.941,0.876,promoter-TSS,LCT,,,,,,,,,,,,,
Small-Int-Ep,chr7,100877583,100877928,11526502,11526515,chr7:100877583-100877928,13CpGs,345bp,0.0636,0.92,0.857,intron,CLDN15,,,,,,,,,,,,,
Small-Int-Ep,chr5,1368683,1368879,7582892,7582897,chr5:1368683-1368879,5CpGs,196bp,0.0549,0.891,0.837,Intergenic,CLPTM1L,,,,,,,,,,,,,
Small-Int-Ep,chr12,22753117,22753663,17507157,17507162,chr12:22753117-22753663,5CpGs,546bp,0.0673,0.912,0.845,Intergenic,ETNK1,,,,,,,,,,,,,
Small-Int-Ep,chr1,33780055,33780316,564950,564959,chr1:33780055-33780316,9CpGs,261bp,0.0272,0.872,0.845,Intergenic,MIR3605,,,,,,,,,,,,,
Small-Int-Ep,chr22,35759383,35759643,26453141,26453153,chr22:35759383-35759643,12CpGs,260bp,0.132,0.942,0.81,Intergenic,HMOX1,,,,,,,,,,,,,
Small-Int-Ep,chr6,139469085,139469818,10199186,10199195,chr6:139469085-139469818,9CpGs,733bp,0.05,0.91,0.86,intron,HECA,,,,,,,,,,,,,
Small-Int-Ep,chr20,40727554,40727872,25466953,25466960,chr20:40727554-40727872,7CpGs,318bp,0.0637,0.868,0.805,intron,PTPRT,,,,,,,,,,,,,
Small-Int-Ep,chr19,39350308,39350342,24707411,24707416,chr19:39350308-39350342,5CpGs,34bp,0.0294,0.858,0.829,Intergenic,HNRNPL,,,,,,,,,,,,,
Small-Int-Ep,chr1,148004493,148004723,1346309,1346316,chr1:148004493-148004723,7CpGs,230bp,0.0365,0.897,0.86,exon,NBPF14,,,,,,,,,,,,,
Small-Int-Ep,chr11,286423,286784,15987765,15987778,chr11:286423-286784,13CpGs,361bp,0.21,0.933,0.722,Intergenic,ATHL1,,,,,,,,,,,,,
Small-Int-Ep,chr22,37451029,37451265,26478859,26478872,chr22:37451029-37451265,13CpGs,236bp,0.142,0.913,0.771,intron,KCTD17,,,,,,,,,,,,,
Small-Int-Ep,chr7,100662954,100663467,11521655,11521665,chr7:100662954-100663467,10CpGs,513bp,0.167,0.902,0.735,promoter-TSS,MUC17,,,,,,,,,,,,,
Small-Int-Ep,chr17,1711066,1711816,22228804,22228817,chr17:1711066-1711816,13CpGs,750bp,0.118,0.924,0.806,intron,SMYD4,,,,,,,,,,,,,
Small-Int-Ep,chr14,103002787,103002864,20127540,20127547,chr14:103002787-103002864,7CpGs,77bp,0.0117,0.891,0.879,Intergenic,MIR4309,,,,,,,,,,,,,
Small-Int-Ep,chr7,97834644,97835048,11471333,11471367,chr7:97834644-97835048,34CpGs,404bp,0.265,0.955,0.691,exon,LMTK2,,,,,,,,,,,,,
Small-Int-Ep,chr8,18219427,18219813,12318932,12318938,chr8:18219427-18219813,6CpGs,386bp,0.0918,0.876,0.784,Intergenic,NAT2,,,,,,,,,,,,,
Small-Int-Ep,chr7,151585473,151585601,11976315,11976320,chr7:151585473-151585601,5CpGs,128bp,0.0331,0.883,0.85,Intergenic,PRKAG2-AS1,,,,,,,,,,,,,
Small-Int-Ep,chr6,34208627,34208812,9442510,9442520,chr6:34208627-34208812,10CpGs,185bp,0.0519,0.938,0.886,intron,HMGA1,,,,,,,,,,,,,
Small-Int-Ep,chr1,230407473,230407793,2086259,2086272,chr1:230407473-230407793,13CpGs,320bp,0.209,0.948,0.739,intron,GALNT2,,,,,,,,,,,,,
Small-Int-Ep,chr6,168188398,168188823,10481125,10481135,chr6:168188398-168188823,10CpGs,425bp,0.0926,0.884,0.791,intron,C6orf123,,,,,,,,,,,,,
Small-Int-Ep,chr6,13829000,13829195,9210925,9210933,chr6:13829000-13829195,8CpGs,195bp,0.15,0.929,0.779,Intergenic,CCDC90A,,,,,,,,,,,,,
Small-Int-Ep,chr2,39456237,39456704,2695190,2695195,chr2:39456237-39456704,5CpGs,467bp,0.0821,0.853,0.771,intron,CDKL4,,,,,,,,,,,,,
Small-Int-Ep,chr1,224461007,224461689,2009374,2009380,chr1:224461007-224461689,6CpGs,682bp,0.0434,0.901,0.857,intron,NVL,,,,,,,,,,,,,
Small-Int-Ep,chr12,50585973,50586494,17715904,17715910,chr12:50585973-50586494,6CpGs,521bp,0.233,0.931,0.698,intron,LIMA1,,,,,,,,,,,,,
Smooth-Musc,chr17,27924735,27925012,22574676,22574681,chr17:27924735-27925012,5CpGs,277bp,0.26,0.861,0.602,intron,ANKRD13B,,,,,,,,,,,,,
Smooth-Musc,chr2,242957814,242958199,4446215,4446220,chr2:242957814-242958199,5CpGs,385bp,0.362,0.736,0.374,Intergenic,LOC728323,,,,,,,,,,,,,
Smooth-Musc,chr16,68767970,68768225,21853262,21853268,chr16:68767970-68768225,6CpGs,255bp,0.385,0.875,0.49,Intergenic,CDH1,,,,,,,,,,,,,
Smooth-Musc,chr15,75945446,75945972,20794326,20794338,chr15:75945446-75945972,12CpGs,526bp,0.382,0.848,0.466,intron,SNX33,,,,,,,,,,,,,
Smooth-Musc,chr5,30104102,30104701,7828509,7828516,chr5:30104102-30104701,7CpGs,599bp,0.312,0.859,0.548,Intergenic,CDH6,,,,,,,,,,,,,
Smooth-Musc,chr2,16405035,16405417,2472160,2472165,chr2:16405035-16405417,5CpGs,382bp,0.22,0.782,0.562,Intergenic,MYCNOS,,,,,,,,,,,,,
Smooth-Musc,chr14,97923916,97924046,20052292,20052298,chr14:97923916-97924046,6CpGs,130bp,0.306,0.85,0.543,Intergenic,LOC100129345,,,,,,,,,,,,,
Smooth-Musc,chr5,177941879,177942376,8996866,8996872,chr5:177941879-177942376,6CpGs,497bp,0.347,0.817,0.47,intron,COL23A1,,,,,,,,,,,,,
Smooth-Musc,chr1,157771979,157772526,1469584,1469590,chr1:157771979-157772526,6CpGs,547bp,0.275,0.772,0.497,exon,FCRL1,,,,,,,,,,,,,
Smooth-Musc,chr11,59613940,59614213,16500832,16500837,chr11:59613940-59614213,5CpGs,273bp,0.275,0.84,0.565,Intergenic,GIF,,,,,,,,,,,,,
Smooth-Musc,chr15,45176745,45177856,20484748,20484754,chr15:45176745-45177856,6CpGs,1111bp,0.366,0.85,0.484,Intergenic,C15orf43,,,,,,,,,,,,,
Smooth-Musc,chr8,140637336,140638274,13280454,13280464,chr8:140637336-140638274,10CpGs,938bp,0.355,0.749,0.394,intron,KCNK9,,,,,,,,,,,,,
Smooth-Musc,chr10,43544120,43544656,15068621,15068629,chr10:43544120-43544656,8CpGs,536bp,0.375,0.773,0.397,Intergenic,RET,,,,,,,,,,,,,
Smooth-Musc,chr12,5476628,5477110,17347751,17347759,chr12:5476628-5477110,8CpGs,482bp,0.339,0.844,0.504,Intergenic,NTF3,,,,,,,,,,,,,
Smooth-Musc,chr19,50745745,50745915,24923884,24923889,chr19:50745745-50745915,5CpGs,170bp,0.342,0.855,0.513,intron,MYH14,,,,,,,,,,,,,
Smooth-Musc,chr10,2490685,2492146,14673228,14673237,chr10:2490685-2492146,9CpGs,1461bp,0.346,0.809,0.463,Intergenic,LINC00701,,,,,,,,,,,,,
Smooth-Musc,chr16,19410831,19411399,21417809,21417814,chr16:19410831-19411399,5CpGs,568bp,0.384,0.851,0.467,Intergenic,TMC5,,,,,,,,,,,,,
Smooth-Musc,chr7,63503093,63503897,11151701,11151706,chr7:63503093-63503897,5CpGs,804bp,0.366,0.737,0.371,Intergenic,ZNF727,,,,,,,,,,,,,
Smooth-Musc,chr2,131716734,131717031,3507942,3507948,chr2:131716734-131717031,6CpGs,297bp,0.332,0.828,0.496,intron,ARHGEF4,,,,,,,,,,,,,
Smooth-Musc,chr7,158111220,158111373,12077999,12078009,chr7:158111220-158111373,10CpGs,153bp,0.379,0.836,0.456,intron,PTPRN2,,,,,,,,,,,,,
Smooth-Musc,chr12,56848667,56849195,17797746,17797751,chr12:56848667-56849195,5CpGs,528bp,0.37,0.759,0.389,promoter-TSS,MIP,,,,,,,,,,,,,
Smooth-Musc,chr1,154793590,154794032,1425545,1425553,chr1:154793590-154794032,8CpGs,442bp,0.171,0.862,0.691,intron,KCNN3,,,,,,,,,,,,,
Smooth-Musc,chr9,104083380,104083851,14141215,14141220,chr9:104083380-104083851,5CpGs,471bp,0.25,0.86,0.61,intron,LPPR1,,,,,,,,,,,,,
Smooth-Musc,chr2,82252345,82253043,3056665,3056670,chr2:82252345-82253043,5CpGs,698bp,0.366,0.844,0.477,Intergenic,LOC1720,,,,,,,,,,,,,
Smooth-Musc,chr14,104973538,104973813,20168581,20168586,chr14:104973538-104973813,5CpGs,275bp,0.298,0.792,0.494,Intergenic,C14orf180,,,,,,,,,,,,,
Thyroid-Ep,chr6,155278118,155278598,10331932,10331941,chr6:155278118-155278598,9CpGs,480bp,0.0302,0.935,0.905,Intergenic,TIAM2,,,,,,,,,,,,,
Thyroid-Ep,chr16,58030521,58031069,21750457,21750503,chr16:58030521-58031069,46CpGs,548bp,0.106,0.962,0.856,exon,ZNF319,,,,,,,,,,,,,
Thyroid-Ep,chr2,239074186,239074709,4368918,4368931,chr2:239074186-239074709,13CpGs,523bp,0.112,0.92,0.808,Intergenic,KLHL30,,,,,,,,,,,,,
Thyroid-Ep,chr14,21559955,21560303,19380814,19380849,chr14:21559955-21560303,35CpGs,348bp,0.101,0.934,0.833,exon,ZNF219,,,,,,,,,,,,,
Thyroid-Ep,chr10,134559550,134559867,15954911,15954922,chr10:134559550-134559867,11CpGs,317bp,0.0103,0.929,0.919,intron,INPP5A,,,,,,,,,,,,,
Thyroid-Ep,chr19,46307986,46308453,24824800,24824823,chr19:46307986-46308453,23CpGs,467bp,0.011,0.887,0.876,exon;intron,RSPH6A,,,,,,,,,,,,,
Thyroid-Ep,chr2,3456139,3456395,2336892,2336900,chr2:3456139-3456395,8CpGs,256bp,0.0293,0.936,0.907,intron,TRAPPC12,,,,,,,,,,,,,
Thyroid-Ep,chr16,2282275,2283055,21168565,21168602,chr16:2282275-2283055,37CpGs,780bp,0.171,0.942,0.771,exon,E4F1,,,,,,,,,,,,,
Thyroid-Ep,chr9,128200029,128200203,14358878,14358887,chr9:128200029-128200203,9CpGs,174bp,0.0252,0.893,0.868,exon,MAPKAP1,,,,,,,,,,,,,
Thyroid-Ep,chr1,1717284,1717823,43805,43817,chr1:1717284-1717823,12CpGs,539bp,0.227,0.96,0.733,exon,GNB1,,,,,,,,,,,,,
Thyroid-Ep,chr2,3266591,3267010,2333271,2333283,chr2:3266591-3267010,12CpGs,419bp,0.059,0.959,0.9,intron,TSSC1,,,,,,,,,,,,,
Thyroid-Ep,chr1,154524598,154524772,1421814,1421820,chr1:154524598-154524772,6CpGs,174bp,0.0357,0.904,0.868,intron,UBE2Q1,,,,,,,,,,,,,
Thyroid-Ep,chr11,67944112,67944208,16649773,16649778,chr11:67944112-67944208,5CpGs,96bp,0.153,0.949,0.796,intron,SUV420H1,,,,,,,,,,,,,
Thyroid-Ep,chr2,1915752,1915975,2315183,2315193,chr2:1915752-1915975,10CpGs,223bp,0.0717,0.91,0.838,exon,MYT1L,,,,,,,,,,,,,
Thyroid-Ep,chr8,145225611,145226341,13380519,13380538,chr8:145225611-145226341,19CpGs,730bp,0.167,0.921,0.754,intron,MROH1,,,,,,,,,,,,,
Thyroid-Ep,chr15,75768694,75768952,20791101,20791111,chr15:75768694-75768952,10CpGs,258bp,0.213,0.962,0.748,intron,PTPN9,,,,,,,,,,,,,
Thyroid-Ep,chr20,23968742,23968979,25298964,25298978,chr20:23968742-23968979,14CpGs,237bp,0.113,0.93,0.817,intron;promoter-TSS,GGTLC1,,,,,,,,,,,,,
Thyroid-Ep,chr16,21362294,21362964,21438625,21438635,chr16:21362294-21362964,10CpGs,670bp,0.0492,0.894,0.845,intron,SNX29P1,,,,,,,,,,,,,
Thyroid-Ep,chr3,183971342,183972418,5911182,5911207,chr3:183971342-183972418,25CpGs,1076bp,0.097,0.936,0.839,intron,ECE2,,,,,,,,,,,,,
Thyroid-Ep,chr21,34855595,34856225,25966988,25967002,chr21:34855595-34856225,14CpGs,630bp,0.154,0.927,0.773,Intergenic,DNAJC28,,,,,,,,,,,,,
Thyroid-Ep,chr15,65241739,65242202,20666480,20666491,chr15:65241739-65242202,11CpGs,463bp,0.125,0.942,0.817,intron,ANKDD1A,,,,,,,,,,,,,
Thyroid-Ep,chr13,113488301,113488591,19317365,19317378,chr13:113488301-113488591,13CpGs,290bp,0.099,0.927,0.828,intron,ATP11A,,,,,,,,,,,,,
Thyroid-Ep,chr6,158072899,158073452,10360736,10360744,chr6:158072899-158073452,8CpGs,553bp,0.0302,0.914,0.883,intron,ZDHHC14,,,,,,,,,,,,,
Thyroid-Ep,chr2,60986229,60986557,2871681,2871690,chr2:60986229-60986557,9CpGs,328bp,0.151,0.951,0.8,intron,PAPOLG,,,,,,,,,,,,,
Thyroid-Ep,chr8,16642556,16642729,12303308,12303319,chr8:16642556-16642729,11CpGs,173bp,0.0513,0.933,0.881,Intergenic,FGF20,,,,,,,,,,,,,
