source,pmid,type,details,chr,start,end
ancestry,34493871,gwas,cg21270243,2,216176248,216176248
ancestry,34493871,gwas,cg00341718,16,1153002,1153002
ancestry,34493871,gwas,cg07161062,8,142204334,142204334
ancestry,34493871,gwas,cg02661079,20,44829722,44829722
ancestry,34493871,gwas,cg12924510,18,514363,514363
ancestry,34493871,gwas,cg08949101,21,33957957,33957957
ancestry,34493871,gwas,cg14086122,12,123921793,123921793
ancestry,34493871,gwas,cg12910641,20,61343222,61343222
ancestry,34493871,gwas,cg03276489,2,240449683,240449683
ancestry,34493871,gwas,cg04476341,5,669733,669733
ancestry,34493871,gwas,cg03668556,6,2977293,2977293
ancestry,34493871,gwas,cg09740468,6,3025325,3025325
ancestry,34493871,gwas,cg00580497,5,1153746,1153746
ancestry,34493871,gwas,cg15677364,6,30687221,30687221
ancestry,34493871,gwas,cg15838173,10,75533400,75533400
ancestry,34493871,gwas,cg01818642,5,1169373,1169373
ancestry,34493871,gwas,cg10231179,8,142201784,142201784
ancestry,34493871,gwas,cg04870483,16,86553722,86553722
ancestry,34493871,gwas,cg07250080,6,32822278,32822278
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg25047618,12,126591842,126591842
ancestry,34493871,gwas,cg08964730,6,32634009,32634009
ancestry,34493871,gwas,cg04703221,16,69967063,69967063
ancestry,34493871,gwas,cg20204986,11,32448067,32448067
ancestry,34493871,gwas,cg22425568,18,13649597,13649597
ancestry,34493871,gwas,cg20187309,6,26535971,26535971
ancestry,34493871,gwas,cg10251070,21,44781958,44781958
ancestry,34493871,gwas,cg10360323,17,41437877,41437877
ancestry,34493871,gwas,cg23711669,6,146136114,146136114
ancestry,34493871,gwas,cg01073837,8,38757859,38757859
ancestry,34493871,gwas,cg03661817,16,57831745,57831745
ancestry,34493871,gwas,cg13568106,17,26835115,26835115
ancestry,34493871,gwas,cg02216481,17,7942137,7942137
ancestry,34493871,gwas,cg12833872,5,501863,501863
ancestry,34493871,gwas,cg03844060,1,26490628,26490628
ancestry,34493871,gwas,cg10073706,20,57268419,57268419
ancestry,34493871,gwas,cg16736964,6,131690266,131690266
ancestry,34493871,gwas,cg27326032,3,127006922,127006922
ancestry,34493871,gwas,cg09426937,16,70453185,70453185
ancestry,34493871,gwas,cg17132079,1,1294140,1294140
ancestry,34493871,gwas,cg26246880,1,158900549,158900549
ancestry,34493871,gwas,cg14244439,9,94561075,94561075
ancestry,34493871,gwas,cg17713673,12,46466053,46466053
ancestry,34493871,gwas,cg09729866,11,61665465,61665465
ancestry,34493871,gwas,cg11414742,1,1288586,1288586
ancestry,34493871,gwas,cg04685302,8,142229056,142229056
ancestry,34493871,gwas,cg04421713,7,97841334,97841334
ancestry,34493871,gwas,cg16860882,8,142285145,142285145
ancestry,34493871,gwas,cg05927460,1,3393024,3393024
ancestry,34493871,gwas,cg12623364,4,109038130,109038130
ancestry,34493871,gwas,cg00079477,12,57780204,57780204
ancestry,34493871,gwas,cg03401902,12,116971165,116971165
ancestry,34493871,gwas,cg25976621,20,4205487,4205487
ancestry,34493871,gwas,cg19659680,11,9385487,9385487
ancestry,34493871,gwas,cg04669574,12,50297945,50297945
ancestry,34493871,gwas,cg20185461,19,18899082,18899082
ancestry,34493871,gwas,cg08535928,1,246952495,246952495
ancestry,34493871,gwas,cg21698294,2,241723277,241723277
ancestry,34493871,gwas,cg27255667,10,13570454,13570454
ancestry,34493871,gwas,cg13945576,9,94533180,94533180
ancestry,34493871,gwas,cg21690450,13,102276634,102276634
ancestry,34493871,gwas,cg06802641,1,1267252,1267252
ancestry,34493871,gwas,cg03714495,2,50659203,50659203
ancestry,34493871,gwas,cg08468913,3,122632352,122632352
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg15694180,1,155023435,155023435
ancestry,34493871,gwas,cg11960655,8,129696418,129696418
ancestry,34493871,gwas,cg03653399,8,142233436,142233436
ancestry,34493871,gwas,cg08702941,4,42155308,42155308
ancestry,34493871,gwas,cg04804543,8,142233427,142233427
ancestry,34493871,gwas,cg12428440,2,46370979,46370979
ancestry,34493871,gwas,cg08036796,19,5034282,5034282
ancestry,34493871,gwas,cg03569283,8,142222314,142222314
ancestry,34493871,gwas,cg08425543,2,50388775,50388775
ancestry,34493871,gwas,cg07284273,1,1290212,1290212
ancestry,34493871,gwas,cg21648245,4,109541405,109541405
ancestry,34493871,gwas,cg05030553,21,44061403,44061403
ancestry,34493871,gwas,cg13523125,11,35072710,35072710
ancestry,34493871,gwas,cg02853497,1,46113000,46113000
ancestry,34493871,gwas,cg05843841,11,76381791,76381791
ancestry,34493871,gwas,cg12334990,2,105742547,105742547
ancestry,34493871,gwas,cg19162496,4,77356175,77356175
ancestry,34493871,gwas,cg07571970,14,67999948,67999948
ancestry,34493871,gwas,cg03534481,21,34439545,34439545
ancestry,34493871,gwas,cg20518750,1,247095483,247095483
ancestry,34493871,gwas,cg19628553,1,201124117,201124117
ancestry,34493871,gwas,cg10860819,12,40619282,40619282
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg01038640,5,157097845,157097845
ancestry,34493871,gwas,cg10001172,10,70229028,70229028
ancestry,34493871,gwas,cg13647601,19,48837598,48837598
ancestry,34493871,gwas,cg16017420,12,1642879,1642879
ancestry,34493871,gwas,cg02713669,2,109746691,109746691
ancestry,34493871,gwas,cg18476517,8,91227102,91227102
ancestry,34493871,gwas,cg06789856,17,77133777,77133777
ancestry,34493871,gwas,cg16272554,3,15541262,15541262
ancestry,34493871,gwas,cg20806274,1,243217947,243217947
ancestry,34493871,gwas,cg27298526,5,1273939,1273939
ancestry,34493871,gwas,cg02366587,6,42531991,42531991
ancestry,34493871,gwas,cg07906263,6,30893133,30893133
ancestry,34493871,gwas,cg06893296,6,30095136,30095136
ancestry,34493871,gwas,cg02802289,7,160024,160024
ancestry,34493871,gwas,cg17712092,4,129076599,129076599
ancestry,34493871,gwas,cg08399733,19,2278773,2278773
ancestry,34493871,gwas,cg07691146,13,51797646,51797646
ancestry,34493871,gwas,cg27230118,6,732106,732106
ancestry,34493871,gwas,cg21071793,3,11421381,11421381
ancestry,34493871,gwas,cg15996406,2,23759048,23759048
ancestry,34493871,gwas,cg12081946,13,21296465,21296465
ancestry,34493871,gwas,cg04768479,6,30095292,30095292
ancestry,34493871,gwas,cg12394014,15,79171566,79171566
ancestry,34493871,gwas,cg05130518,13,21295590,21295590
ancestry,34493871,gwas,cg09149648,20,44642370,44642370
ancestry,34493871,gwas,cg05638439,16,711235,711235
ancestry,34493871,gwas,cg05839377,5,43007632,43007632
ancestry,34493871,gwas,cg13828873,14,35184330,35184330
ancestry,34493871,gwas,cg12526197,1,230416938,230416938
ancestry,34493871,gwas,cg15838173,10,75533400,75533400
ancestry,34493871,gwas,cg18373318,5,53813164,53813164
ancestry,34493871,gwas,cg18833140,10,115312553,115312553
ancestry,34493871,gwas,cg15027294,12,1609537,1609537
ancestry,34493871,gwas,cg03029752,11,119038708,119038708
ancestry,34493871,gwas,cg07161603,8,41508618,41508618
ancestry,34493871,gwas,cg13370427,22,40743980,40743980
ancestry,34493871,gwas,cg00968800,1,1335706,1335706
ancestry,34493871,gwas,cg06706068,16,835857,835857
ancestry,34493871,gwas,cg14428590,15,40076065,40076065
ancestry,34493871,gwas,cg23375538,19,2480717,2480717
ancestry,34493871,gwas,cg04906043,13,21280425,21280425
ancestry,34493871,gwas,cg12210418,17,36670831,36670831
ancestry,34493871,gwas,cg00516092,20,31177275,31177275
ancestry,34493871,gwas,cg00677195,10,7661611,7661611
ancestry,34493871,gwas,cg26361436,11,10921186,10921186
ancestry,34493871,gwas,cg18796319,6,30920907,30920907
ancestry,34493871,gwas,cg24705426,3,11550659,11550659
ancestry,34493871,gwas,cg08761264,16,28874980,28874980
ancestry,34493871,gwas,cg09985351,13,21287237,21287237
ancestry,34493871,gwas,cg03961853,1,230384989,230384989
ancestry,34493871,gwas,cg24053992,1,119554564,119554564
ancestry,34493871,gwas,cg06871764,6,32376095,32376095
ancestry,34493871,gwas,cg14671000,2,7189116,7189116
ancestry,34493871,gwas,cg15568074,6,32551949,32551949
ancestry,34493871,gwas,cg05457628,5,178986728,178986728
ancestry,34493871,gwas,cg14323910,6,32628305,32628305
ancestry,34493871,gwas,cg23149852,11,116344575,116344575
ancestry,34493871,gwas,cg09889836,6,32035027,32035027
ancestry,34493871,gwas,cg05182583,6,31598464,31598464
ancestry,34493871,gwas,cg09452510,6,32330188,32330188
ancestry,34493871,gwas,cg08259506,10,11937255,11937255
ancestry,34493871,gwas,cg10023855,6,32710516,32710516
ancestry,34493871,gwas,cg21581129,18,51795895,51795895
ancestry,34493871,gwas,cg07136873,19,1876580,1876580
ancestry,34493871,gwas,cg03403720,6,32632970,32632970
ancestry,34493871,gwas,cg08843971,16,11963173,11963173
ancestry,34493871,gwas,cg27396284,7,18591072,18591072
ancestry,34493871,gwas,cg26539455,6,31786772,31786772
ancestry,34493871,gwas,cg23159236,20,57464002,57464002
ancestry,34493871,gwas,cg10606486,18,77608996,77608996
ancestry,34493871,gwas,cg03252313,7,148117075,148117075
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg07984212,6,32632957,32632957
ancestry,34493871,gwas,cg11230002,1,97331210,97331210
ancestry,34493871,gwas,cg13640297,6,170099238,170099238
ancestry,34493871,gwas,cg07390013,1,230838294,230838294
ancestry,34493871,gwas,cg06421257,10,11936672,11936672
ancestry,34493871,gwas,cg13955603,5,180015452,180015452
ancestry,34493871,gwas,cg15146515,19,49250561,49250561
ancestry,34493871,gwas,cg17056789,10,11937059,11937059
ancestry,34493871,gwas,cg15038512,6,170123185,170123185
ancestry,34493871,gwas,cg02721947,5,39719620,39719620
ancestry,34493871,gwas,cg22727233,6,31688428,31688428
ancestry,34493871,gwas,cg22805381,14,51760188,51760188
ancestry,34493871,gwas,cg24951893,4,129679254,129679254
ancestry,34493871,gwas,cg08009669,6,31465202,31465202
ancestry,34493871,gwas,cg01719577,19,15838756,15838756
ancestry,34493871,gwas,cg03190825,19,16045788,16045788
ancestry,34493871,gwas,cg06697600,4,7070879,7070879
ancestry,34493871,gwas,cg01955962,15,73089536,73089536
ancestry,34493871,gwas,cg04038163,4,76925155,76925155
ancestry,34493871,gwas,cg15046481,6,31790054,31790054
ancestry,34493871,gwas,cg06793162,6,32452388,32452388
ancestry,34493871,gwas,cg06953130,10,11912410,11912410
ancestry,34493871,gwas,cg04754615,6,32032723,32032723
ancestry,34493871,gwas,cg18902440,6,32632036,32632036
ancestry,34493871,gwas,cg07652237,6,170125491,170125491
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg07240877,1,238649445,238649445
ancestry,34493871,gwas,cg08173834,16,78618712,78618712
ancestry,34493871,gwas,cg16388071,6,169726476,169726476
ancestry,34493871,gwas,cg02745045,17,63150820,63150820
ancestry,34493871,gwas,cg04596060,12,114404600,114404600
ancestry,34493871,gwas,cg08822715,12,114404604,114404604
ancestry,34493871,gwas,cg10001172,10,70229028,70229028
ancestry,34493871,gwas,cg15698851,8,29940391,29940391
ancestry,34493871,gwas,cg02405213,9,5042618,5042618
ancestry,34493871,gwas,cg06707910,22,17640812,17640812
ancestry,34493871,gwas,cg18476517,8,91227102,91227102
ancestry,34493871,gwas,cg20584474,6,1515696,1515696
ancestry,34493871,gwas,cg02341182,3,33480109,33480109
ancestry,34493871,gwas,cg23231163,10,75533350,75533350
ancestry,34493871,gwas,cg20806274,1,243217947,243217947
ancestry,34493871,gwas,cg04927725,8,30670732,30670732
ancestry,34493871,gwas,cg00782645,16,90115048,90115048
ancestry,34493871,gwas,cg27298526,5,1273939,1273939
ancestry,34493871,gwas,cg15811568,12,130904846,130904846
ancestry,34493871,gwas,cg19568997,10,34455451,34455451
ancestry,34493871,gwas,cg18281939,5,77783895,77783895
ancestry,34493871,gwas,cg00044050,16,11439710,11439710
ancestry,34493871,gwas,cg11014740,2,129079223,129079223
ancestry,34493871,gwas,cg08853451,1,26547377,26547377
ancestry,34493871,gwas,cg27627215,8,11774497,11774497
ancestry,34493871,gwas,cg12959079,19,2488464,2488464
ancestry,34493871,gwas,cg21071793,3,11421381,11421381
ancestry,34493871,gwas,cg06174989,16,90114523,90114523
ancestry,34493871,gwas,cg15996406,2,23759048,23759048
ancestry,34493871,gwas,cg12081946,13,21296465,21296465
ancestry,34493871,gwas,cg17383793,5,52405638,52405638
ancestry,34493871,gwas,cg04517524,14,94405342,94405342
ancestry,34493871,gwas,cg08604223,5,75903700,75903700
ancestry,34493871,gwas,cg15490694,10,50747084,50747084
ancestry,34493871,gwas,cg11706226,15,81391334,81391334
ancestry,34493871,gwas,cg10646633,19,44598471,44598471
ancestry,34493871,gwas,cg09342320,13,76123895,76123895
ancestry,34493871,gwas,cg12394014,15,79171566,79171566
ancestry,34493871,gwas,cg09149648,20,44642370,44642370
ancestry,34493871,gwas,cg26671246,1,23203462,23203462
ancestry,34493871,gwas,cg03546619,3,98376478,98376478
ancestry,34493871,gwas,cg18833140,10,115312553,115312553
ancestry,34493871,gwas,cg11446398,5,77624930,77624930
ancestry,34493871,gwas,cg05838553,5,133481549,133481549
ancestry,34493871,gwas,cg19697725,17,8198295,8198295
ancestry,34493871,gwas,cg08030082,2,25391839,25391839
ancestry,34493871,gwas,cg25725418,10,75639879,75639879
ancestry,34493871,gwas,cg03291755,9,16868891,16868891
ancestry,34493871,gwas,cg06900404,20,54919037,54919037
ancestry,34493871,gwas,cg01519765,3,185828120,185828120
ancestry,34493871,gwas,cg07161603,8,41508618,41508618
ancestry,34493871,gwas,cg23447519,4,11703376,11703376
ancestry,34493871,gwas,cg14428590,15,40076065,40076065
ancestry,34493871,gwas,cg18146074,2,232242955,232242955
ancestry,34493871,gwas,cg05899103,15,65394570,65394570
ancestry,34493871,gwas,cg03791955,15,65024147,65024147
ancestry,34493871,gwas,cg06808011,16,3286070,3286070
ancestry,34493871,gwas,cg09190408,11,67170610,67170610
ancestry,34493871,gwas,cg18213440,3,100428172,100428172
ancestry,34493871,gwas,cg03130248,1,245524538,245524538
ancestry,34493871,gwas,cg02850715,11,130029212,130029212
ancestry,34493871,gwas,cg20800956,1,171811477,171811477
ancestry,34493871,gwas,cg24576425,2,158114404,158114404
ancestry,34493871,gwas,cg13708910,11,67183498,67183498
ancestry,34493871,gwas,cg27255667,10,13570454,13570454
ancestry,34493871,gwas,cg03013999,17,37608204,37608204
ancestry,34493871,gwas,cg13375828,17,3598755,3598755
ancestry,34493871,gwas,cg00531865,16,30841666,30841666
ancestry,34493871,gwas,cg08145723,11,130029478,130029478
ancestry,34493871,gwas,cg13249591,1,151966892,151966892
ancestry,34493871,gwas,cg03914735,3,140953689,140953689
ancestry,34493871,gwas,cg24690094,11,67383802,67383802
ancestry,34493871,gwas,cg15723222,17,59222476,59222476
ancestry,34493871,gwas,cg02687352,2,97557285,97557285
ancestry,34493871,gwas,cg13709487,3,100322493,100322493
ancestry,34493871,gwas,cg17116120,20,30225681,30225681
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg08355456,11,67383691,67383691
ancestry,34493871,gwas,cg10896774,7,142636840,142636840
ancestry,34493871,gwas,cg18419276,2,96971862,96971862
ancestry,34493871,gwas,cg18414021,14,100069535,100069535
ancestry,34493871,gwas,cg11992241,17,7036993,7036993
ancestry,34493871,gwas,cg04434593,11,67139546,67139546
ancestry,34493871,gwas,cg17071731,3,11127293,11127293
ancestry,34493871,gwas,cg09118625,1,68512971,68512971
ancestry,34493871,gwas,cg14950039,2,97304333,97304333
ancestry,34493871,gwas,cg12235062,4,4386906,4386906
ancestry,34493871,gwas,cg07037454,10,118187088,118187088
ancestry,34493871,gwas,cg00958451,15,65204391,65204391
ancestry,34493871,gwas,cg02372144,17,58966213,58966213
ancestry,34493871,gwas,cg24022067,11,67156961,67156961
ancestry,34493871,gwas,cg03575939,16,31345277,31345277
ancestry,34493871,gwas,cg25103417,3,157812018,157812018
ancestry,34493871,gwas,cg01676467,15,45392065,45392065
ancestry,34493871,gwas,cg24847846,3,12595473,12595473
ancestry,34493871,gwas,cg07461837,16,31214880,31214880
ancestry,34493871,gwas,cg00658652,16,71500215,71500215
ancestry,34493871,gwas,cg13853141,2,98329942,98329942
ancestry,34493871,gwas,cg22075146,3,50408111,50408111
ancestry,34493871,gwas,cg13382100,12,132414849,132414849
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg05787209,16,31022521,31022521
ancestry,34493871,gwas,cg03450046,11,66065174,66065174
ancestry,34493871,gwas,cg22259831,17,47210166,47210166
ancestry,34493871,gwas,cg14380045,9,15527817,15527817
ancestry,34493871,gwas,cg19188572,15,59950012,59950012
ancestry,34493871,gwas,cg06245776,6,31461748,31461748
ancestry,34493871,gwas,cg23051926,3,105466016,105466016
ancestry,34493871,gwas,cg15251256,12,46101447,46101447
ancestry,34493871,gwas,cg06634914,12,30354611,30354611
ancestry,34493871,gwas,cg09820183,1,222886073,222886073
ancestry,34493871,gwas,cg25934371,3,63427866,63427866
ancestry,34493871,gwas,cg00014484,12,131865279,131865279
ancestry,34493871,gwas,cg27071793,6,31275718,31275718
ancestry,34493871,gwas,cg11687966,1,204122321,204122321
ancestry,34493871,gwas,cg08309069,6,31240651,31240651
ancestry,34493871,gwas,cg24636477,10,48439229,48439229
ancestry,34493871,gwas,cg09153895,17,58179869,58179869
ancestry,34493871,gwas,cg03127558,19,49223278,49223278
ancestry,34493871,gwas,cg11992736,19,18197544,18197544
ancestry,34493871,gwas,cg03941745,16,30442009,30442009
ancestry,34493871,gwas,cg06582575,6,163149167,163149167
ancestry,34493871,gwas,cg14306366,12,31406441,31406441
ancestry,34493871,gwas,cg04337176,16,62141122,62141122
ancestry,34493871,gwas,cg16150435,6,31080529,31080529
ancestry,34493871,gwas,cg03583050,19,3358182,3358182
ancestry,34493871,gwas,cg23217153,2,242808611,242808611
ancestry,34493871,gwas,cg00014333,8,20130023,20130023
ancestry,34493871,gwas,cg08962243,12,42877949,42877949
ancestry,34493871,gwas,cg04774822,11,71165839,71165839
ancestry,34493871,gwas,cg11610350,3,64253705,64253705
ancestry,34493871,gwas,cg15038512,6,170123185,170123185
ancestry,34493871,gwas,cg14697323,12,108955167,108955167
ancestry,34493871,gwas,cg00677455,12,58241039,58241039
ancestry,34493871,gwas,cg22380033,2,165477918,165477918
ancestry,34493871,gwas,cg19109457,6,30460484,30460484
ancestry,34493871,gwas,cg08844966,1,18435244,18435244
ancestry,34493871,gwas,cg10969412,12,121411269,121411269
ancestry,34493871,gwas,cg03829839,12,58146821,58146821
ancestry,34493871,gwas,cg25974442,19,18225728,18225728
ancestry,34493871,gwas,cg13301014,19,38754768,38754768
ancestry,34493871,gwas,cg10283825,6,30071268,30071268
ancestry,34493871,gwas,cg15848620,12,58087721,58087721
ancestry,34493871,gwas,cg02099233,5,146832387,146832387
ancestry,34493871,gwas,cg21902544,18,70211515,70211515
ancestry,34493871,gwas,cg14704758,5,146888890,146888890
ancestry,34493871,gwas,cg10763288,11,71158925,71158925
ancestry,34493871,gwas,cg22383472,19,44009067,44009067
ancestry,34493871,gwas,cg26924012,15,45694286,45694286
ancestry,34493871,gwas,cg24501872,1,7562444,7562444
ancestry,34493871,gwas,cg20797270,6,30071288,30071288
ancestry,34493871,gwas,cg15971010,17,19436900,19436900
ancestry,34493871,gwas,cg12670305,6,31762630,31762630
ancestry,34493871,gwas,cg18250832,2,232395463,232395463
ancestry,34493871,gwas,cg10543500,13,44735536,44735536
