ID,Zscore,P.value,Direction,geneSymbol,CHR,MAPINFO,
cg09504396,5.82,5.96E-09,++,PRR12,chr19,50115600,
cg01030479,-5.82,6.00E-09,--,GAB2,chr11,78066119,
cg26562462,5.82,6.02E-09,++,TBC1D14;TBC1D14,chr4,6929045,
cg23975840,5.82,6.04E-09,++,,chr12,117042895,
cg21820712,-5.81,6.11E-09,--,ASPH;ASPH,chr8,62526276,
cg24871922,-5.81,6.12E-09,--,SPIDR;SPIDR;SPIDR;SPIDR,chr8,48556931,
cg07432164,5.81,6.15E-09,++,,chr18,10057933,
cg12842646,5.81,6.16E-09,++,CARKD,chr13,111290667,
cg11460520,-5.81,6.17E-09,--,,chr14,65121863,
cg10653694,5.81,6.23E-09,++,,chr5,141094626,
cg04223026,-5.81,6.23E-09,--,GRB10;GRB10;GRB10,chr7,50791508,
cg21027187,-5.81,6.23E-09,--,GLDN,chr15,51659419,
cg19347596,-5.81,6.25E-09,--,,chr17,65774283,
cg25139636,-5.81,6.26E-09,--,ANP32A,chr15,69084888,
cg03146371,5.81,6.29E-09,++,SCIMP;SCIMP;LOC100130950,chr17,5138469,
cg19388312,-5.81,6.31E-09,--,SRSF10;SRSF10;SRSF10;SRSF10;SRSF10;SRSF10;SRSF10;SRSF10;SRSF10,chr1,24304737,
cg15893295,5.81,6.33E-09,++,,chr6,14277043,
cg08741300,5.81,6.35E-09,++,KCNQ1;KCNQ1,chr11,2581013,
cg25583241,5.81,6.35E-09,++,CLU,chr8,27472701,
cg14369329,-5.81,6.36E-09,--,KIAA0247,chr14,70104457,
cg20153965,-5.81,6.37E-09,--,,chr16,55791113,
cg18090646,-5.81,6.43E-09,--,,chr2,7575450,
cg27333706,-5.81,6.45E-09,--,LOC642587,chr1,209602002,
cg12161468,-5.80,6.47E-09,--,KITLG;KITLG,chr12,88953786,
cg12074638,-5.80,6.47E-09,--,,chr6,110282771,
cg24985438,5.80,6.47E-09,++,PXDN,chr2,1644626,
cg15282616,5.80,6.54E-09,++,,chr3,24045994,
cg10516613,5.80,6.59E-09,++,GMDS;GMDS,chr6,1914105,
cg15978937,-5.80,6.65E-09,--,,chr18,45494711,
cg10989144,-5.80,6.76E-09,--,,chr3,187501131,
cg25275666,-5.80,6.79E-09,--,,chr12,47785629,
cg10322874,-5.80,6.79E-09,--,ELF1,chr13,41573525,
cg03599037,-5.80,6.82E-09,--,C10orf58;C10orf58,chr10,82172508,
cg10201303,-5.80,6.83E-09,--,,chr7,116442939,
cg26850469,-5.80,6.85E-09,--,SFMBT1;SFMBT1;SFMBT1,chr3,53051694,
cg10389771,-5.79,6.92E-09,--,BCAN;BCAN,chr1,156616779,
cg25393494,5.79,6.98E-09,++,PLD6,chr17,17109936,
cg24347263,5.79,7.01E-09,++,,chr19,2969117,
cg02370334,5.79,7.02E-09,++,JAK3,chr19,17955786,
cg08625808,5.79,7.02E-09,++,ZMYND10;ZMYND10,chr3,50379923,
cg11062657,-5.79,7.02E-09,--,,chr19,15410519,
cg20238678,-5.79,7.06E-09,--,HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9;HDAC9,chr7,18548578,
cg08662265,-5.79,7.09E-09,--,,chr12,54679251,
cg17010349,5.79,7.10E-09,++,LAG3,chr12,6884128,
cg24785553,-5.79,7.12E-09,--,ALK,chr2,29527810,
cg18253356,5.79,7.12E-09,++,NFAM1,chr22,42793351,
cg08798388,5.79,7.13E-09,++,,chr1,86981470,
cg12618656,5.79,7.17E-09,++,,chr19,30377521,
cg00886465,-5.79,7.19E-09,--,RNLS;RNLS,chr10,90150004,
cg06602546,-5.79,7.21E-09,--,SOX18,chr20,62680232,
cg12350474,5.79,7.22E-09,++,,chr17,46578476,
cg06034194,-5.79,7.24E-09,--,LURAP1L-AS1;LURAP1L,chr9,12814626,
cg18432528,-5.79,7.25E-09,--,GMDS;GMDS,chr6,2162522,
cg11046544,-5.79,7.25E-09,--,ACRBP,chr12,6750550,
cg19619777,5.78,7.28E-09,++,RAB11FIP3;RAB11FIP3,chr16,567620,
cg16778018,5.78,7.33E-09,++,MGRN1;MGRN1;MGRN1;MGRN1,chr16,4736225,
cg13076044,5.78,7.33E-09,++,PXN;PXN;PXN;PXN;PXN;PXN;PXN;PXN,chr12,120651776,
cg10044193,5.78,7.35E-09,++,H2AFY2,chr10,71868048,
cg14477543,5.78,7.39E-09,++,DPP9,chr19,4691599,
cg26826216,-5.78,7.40E-09,--,ANKRD11;ANKRD11;ANKRD11;ANKRD11,chr16,89430826,
cg17498611,5.78,7.43E-09,++,ARC,chr8,143696484,
cg18877735,-5.78,7.43E-09,--,,chr5,88572898,
cg14691266,5.78,7.49E-09,++,PPP2R5C;PPP2R5C;PPP2R5C;PPP2R5C;PPP2R5C,chr14,102277400,
cg10319579,5.78,7.51E-09,++,DNAH1,chr3,52393744,
cg07190151,-5.78,7.52E-09,--,PDE4D;PDE4D;PDE4D;PDE4D;PDE4D;PDE4D,chr5,58338574,
cg15702185,5.78,7.57E-09,++,MIRLET7A3;LOC400931,chr22,46507771,
cg23631370,5.78,7.60E-09,++,LAMA5,chr20,60912809,
cg23923854,5.78,7.61E-09,++,,chr11,64660996,
cg21574629,5.78,7.61E-09,++,DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1,chr1,231860790,
cg24193760,-5.78,7.63E-09,--,GUCY2D,chr17,7921554,
cg01660999,-5.78,7.72E-09,--,ANGPT1,chr8,108468421,
cg00033551,5.77,7.75E-09,++,MGRN1;MGRN1;MGRN1;MGRN1,chr16,4738568,
cg08738964,-5.77,7.75E-09,--,,chr1,118208438,
cg09464332,5.77,7.75E-09,++,,chr18,22412067,
cg03185794,-5.77,7.80E-09,--,,chr13,101237439,
cg26901352,5.77,7.80E-09,++,CCL17,chr16,57447502,
cg09090090,5.77,7.80E-09,++,,chr8,58500365,
cg09889479,5.77,7.86E-09,++,SLC9A3R2;SLC9A3R2,chr16,2082689,
cg07583563,5.77,7.87E-09,++,CALM1,chr14,90867498,
cg19111086,5.77,7.90E-09,++,ISPD;ISPD;ISPD-AS1;ISPD-AS1,chr7,16308836,
cg27519016,5.77,8.00E-09,++,TFDP1;TFDP1,chr13,114280887,
cg26301735,5.77,8.02E-09,++,BMP1;BMP1;BMP1;BMP1,chr8,22043917,
cg11176595,-5.77,8.04E-09,--,RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH;RHOH,chr4,40232649,
cg09137809,-5.77,8.08E-09,--,TACC1,chr8,38615556,
cg07031888,5.77,8.11E-09,++,,chr13,97760949,
cg00986580,-5.77,8.16E-09,--,,chr14,22951241,
cg03340410,5.77,8.18E-09,++,SREBF1;SREBF1,chr17,17738850,
cg09749728,-5.76,8.21E-09,--,HAVCR1;HAVCR1;HAVCR1,chr5,156473656,
cg18474885,5.76,8.22E-09,++,PTTG1IP,chr21,46292084,
cg24687894,5.76,8.24E-09,++,RGS19;RGS19,chr20,62705934,
cg01582532,5.76,8.26E-09,++,KIAA0182;KIAA0182,chr16,85676526,
cg10918527,-5.76,8.28E-09,--,NOD1,chr7,30505679,
cg09772553,-5.76,8.29E-09,--,DLEU1,chr13,50883824,
cg22390040,-5.76,8.29E-09,--,MTMR7,chr8,17220621,
cg19708903,5.76,8.29E-09,++,BNIP3,chr10,133784308,
cg17488937,5.76,8.31E-09,++,,chr2,11878864,
cg14606328,5.76,8.42E-09,++,PDXK,chr21,45177639,
cg02101876,5.76,8.47E-09,++,,chr13,40765110,
cg11404915,-5.76,8.52E-09,--,,chr12,127610471,
cg02217713,5.76,8.55E-09,++,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,chr7,643155,
cg10236261,-5.76,8.61E-09,--,IFT81;IFT81;IFT81,chr12,110573183,
cg09694782,5.76,8.66E-09,++,,chr2,97408799,
cg21860785,5.76,8.68E-09,++,ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG;ESRRG,chr1,216779666,
cg05071208,5.76,8.69E-09,++,,chr9,94942929,
cg16293484,5.76,8.69E-09,++,SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9;SEPT9,chr17,75471401,
cg05491836,-5.75,8.77E-09,--,MYH9,chr22,36771631,
cg16505509,-5.75,8.87E-09,--,MFAP5;MFAP5;MFAP5;MFAP5;MFAP5;MFAP5;MFAP5,chr12,8801390,
cg17978262,-5.75,8.87E-09,--,STT3B,chr3,31608742,
cg11256698,-5.75,8.94E-09,--,,chr2,70170890,
cg09043518,5.75,8.96E-09,++,SECTM1,chr17,80290106,
cg11612702,5.75,8.99E-09,++,,chr19,35485361,
cg20433386,5.75,9.02E-09,++,CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G;CACNA1G,chr17,48702158,
cg22807822,5.75,9.04E-09,++,KANK2;KANK2,chr19,11289365,
cg05356319,-5.75,9.07E-09,--,NFIX,chr19,13122449,
cg19262289,-5.75,9.10E-09,--,LIMK2,chr22,31629476,
cg01370759,5.75,9.12E-09,++,TTYH3,chr7,2701419,
cg14580608,5.75,9.14E-09,++,SMCR2,chr17,17579573,
cg00120887,5.75,9.16E-09,++,XPNPEP1;XPNPEP1;XPNPEP1,chr10,111644393,
cg10529613,5.75,9.16E-09,++,STXBP6,chr14,25287305,
cg17058475,-5.75,9.19E-09,--,CPT1A;CPT1A,chr11,68607737,
cg18560571,5.75,9.21E-09,++,CCDC88C,chr14,91758902,
cg21859290,5.74,9.26E-09,++,CDK2AP2,chr11,67274402,
cg18512071,5.74,9.28E-09,++,MCU;MCU;MCU;MCU;MCU;MCU;MCU;MCU,chr10,74594131,
cg23490396,-5.74,9.30E-09,--,LASS6,chr2,169326407,
cg21737434,-5.74,9.37E-09,--,CNTN1;CNTN1;CNTN1;CNTN1,chr12,41301262,
cg01465177,5.74,9.37E-09,++,,chr3,182208536,
cg09657337,-5.74,9.52E-09,--,,chr1,92076624,
cg24687747,5.74,9.55E-09,++,,chr1,33607105,
cg11858019,-5.74,9.67E-09,--,,chr15,80246819,
cg10149598,5.74,9.68E-09,++,CLASP1;CLASP1;CLASP1;CLASP1,chr2,122160028,
cg07368857,5.74,9.74E-09,++,FOXP1;FOXP1,chr3,71276336,
cg05135521,-5.74,9.76E-09,--,RBMS1;RBMS1,chr2,161188335,
cg17406456,-5.73,9.79E-09,--,FNDC3B;FNDC3B,chr3,171763241,
cg00375132,-5.73,9.80E-09,--,,chr10,22768370,
cg03402112,5.73,9.80E-09,++,ZDHHC8;ZDHHC8,chr22,20121432,
cg25006851,-5.73,9.80E-09,--,MYST4,chr10,76622627,
cg19502821,-5.73,9.81E-09,--,OXR1;OXR1;OXR1,chr8,107513508,
cg04014328,5.73,9.83E-09,++,HOXB4,chr17,46653615,
cg12314853,-5.73,9.92E-09,--,FAM102A,chr9,130732059,
cg18362538,5.73,9.92E-09,++,KDM4B,chr19,5032862,
cg09298159,-5.73,1.02E-08,--,FBXO5;FBXO5,chr6,153302566,
cg18414488,5.73,1.03E-08,++,,chr17,27198308,
cg08469147,5.72,1.04E-08,++,GPATCH8;GPATCH8;GPATCH8;GPATCH8;GPATCH8,chr17,42579429,
cg26781726,5.72,1.04E-08,++,LOC338799,chr12,122235309,
cg05237360,5.72,1.06E-08,++,GOLGA3,chr12,133360704,
cg16292250,-5.72,1.06E-08,--,NEDD4L;NEDD4L;NEDD4L;NEDD4L,chr18,55802511,
cg22749365,-5.72,1.06E-08,--,DHRS7B,chr17,21070882,
cg17708960,-5.72,1.07E-08,--,CRIM1,chr2,36725331,
cg24158442,5.72,1.08E-08,++,NFIX;NFIX;NFIX,chr19,13140977,
cg09384369,5.72,1.08E-08,++,,chr9,130770309,
cg17484759,-5.72,1.09E-08,--,,chr18,6732862,
cg24099565,5.72,1.09E-08,++,CARS;CARS;CARS;CARS;CARS,chr11,3058478,
cg06514859,-5.72,1.10E-08,--,YTHDF2;YTHDF2;YTHDF2,chr1,29077140,
cg00754604,-5.72,1.10E-08,--,RBMS1;RBMS1,chr2,161230046,
cg17713161,5.71,1.11E-08,++,C17orf28,chr17,72951370,
cg05074328,5.71,1.11E-08,++,CSNK1G2,chr19,1961727,
cg24726137,5.71,1.11E-08,++,CYGB,chr17,74524852,
cg05348436,5.71,1.11E-08,++,QSOX2,chr9,139120114,
cg07041616,5.71,1.12E-08,++,CAND2;CAND2,chr3,12858733,
cg24869834,5.71,1.12E-08,++,SLC7A11,chr4,139146513,
cg06482315,5.71,1.13E-08,++,PTPN1;PTPN1;PTPN1;PTPN1,chr20,49195860,
cg07300815,5.71,1.13E-08,++,EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1,chr19,16528926,
cg15308786,-5.71,1.13E-08,--,,chr6,16983227,
cg05933510,5.71,1.14E-08,++,,chr1,9257092,
cg02722214,-5.71,1.14E-08,--,INPP5F;INPP5F,chr10,121578137,
cg20725067,-5.71,1.14E-08,--,UBE2E1;UBE2E1;UBE2E1,chr3,23851386,
cg14514120,-5.71,1.14E-08,--,XPOT,chr12,64801624,
cg00156232,-5.71,1.14E-08,--,VKORC1L1;VKORC1L1,chr7,65417317,
cg07375358,-5.71,1.14E-08,--,ZBTB16;ZBTB16,chr11,114056431,
cg08330563,-5.71,1.15E-08,--,RAD21,chr8,117883177,
cg17117981,5.71,1.16E-08,++,TOP1MT,chr8,144410972,
cg06366374,-5.71,1.16E-08,--,LOC285780,chr6,6543659,
cg20954977,-5.71,1.17E-08,--,B3GNT7,chr2,232260116,
cg10234436,5.70,1.17E-08,++,TTC7A;TTC7A;TTC7A;TTC7A,chr2,47230043,
cg17334945,-5.70,1.18E-08,--,PTPN18;PTPN18,chr2,131126377,
cg13234275,5.70,1.18E-08,++,PHRF1,chr11,608991,
cg12133952,-5.70,1.18E-08,--,SLC6A9,chr1,44497352,
cg26586843,-5.70,1.19E-08,--,,chr7,30766731,
cg02067667,-5.70,1.19E-08,--,KIF21A;KIF21A;KIF21A;KIF21A,chr12,39731653,
cg01561259,5.70,1.20E-08,++,RPTOR;RPTOR,chr17,78560781,
cg18247193,5.70,1.20E-08,++,ITGB4;ITGB4;ITGB4,chr17,73720706,
cg06223904,5.70,1.20E-08,++,CDYL;CDYL;CDYL;CDYL,chr6,4889907,
cg11724461,-5.70,1.20E-08,--,ITSN2;ITSN2;ITSN2,chr2,24553192,
cg17041051,-5.70,1.21E-08,--,ATAD2B;ATAD2B;ATAD2B,chr2,24051321,
cg08937102,5.70,1.22E-08,++,NADK,chr1,1690389,
cg19599386,-5.70,1.22E-08,--,SLC20A1,chr2,113420964,
cg15482893,5.70,1.22E-08,++,BSDC1;BSDC1;BSDC1;BSDC1,chr1,32837667,
cg18617808,5.70,1.23E-08,++,RNF216;RNF216,chr7,5717675,
cg18842187,5.69,1.24E-08,++,ITPR3,chr6,33647826,
cg01473507,-5.69,1.24E-08,--,,chr4,15163451,
cg19730422,5.69,1.25E-08,++,CYFIP2;CYFIP2;CYFIP2;CYFIP2,chr5,156718560,
cg13098955,5.69,1.25E-08,++,SNX29,chr16,12442537,
cg13318355,5.69,1.25E-08,++,ANKRD61;EIF2AK1;EIF2AK1,chr7,6072034,
cg08632088,5.69,1.26E-08,++,ZNFX1,chr20,47864756,
cg02618071,5.69,1.26E-08,++,,chr17,42406184,
cg18147819,5.69,1.26E-08,++,,chr4,53710110,
cg14176088,5.69,1.27E-08,++,PIK3CD,chr1,9785289,
cg18935506,-5.69,1.27E-08,--,UTP6,chr17,30230000,
cg09585333,5.69,1.27E-08,++,FAM89B;FAM89B;FAM89B,chr11,65340843,
cg17614752,-5.69,1.28E-08,--,,chr14,45744380,
cg16299440,-5.69,1.28E-08,--,AGAP7,chr10,51487558,
cg16429505,-5.69,1.28E-08,--,UFSP1;ACHE;ACHE,chr7,100488398,
cg04671853,5.69,1.30E-08,++,TTC16;TTC16,chr9,130482447,
cg20525527,5.69,1.30E-08,++,MPRIP;MPRIP,chr17,17056629,
cg00348888,5.69,1.30E-08,++,POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E;POLR3E,chr16,22330135,
cg14267671,5.68,1.32E-08,++,SFRS16,chr19,45572412,
cg23686174,5.68,1.33E-08,++,SERPINB8;SERPINB8;SERPINB8,chr18,61637128,
cg13296394,-5.68,1.33E-08,--,,chr6,119823058,
cg05481201,5.68,1.35E-08,++,TMEM184A,chr7,1585452,
cg14856996,5.68,1.35E-08,++,SPTA1,chr1,158624661,
cg06161566,5.68,1.35E-08,++,,chr19,1345018,
cg05722266,-5.68,1.38E-08,--,ITPRIPL1;ITPRIPL1;ITPRIPL1;ITPRIPL1,chr2,96991791,
cg00247963,-5.68,1.38E-08,--,,chr16,20863151,
cg00588297,5.68,1.38E-08,++,DQX1,chr2,74753691,
cg05498431,5.68,1.38E-08,++,SDE2;SDE2,chr1,226175599,
cg24846037,-5.68,1.38E-08,--,,chr2,64821532,
cg05722197,5.68,1.38E-08,++,RNF216;RNF216,chr7,5674439,
cg16736964,-5.68,1.39E-08,--,,chr6,131690266,
cg14059145,5.68,1.39E-08,++,PRKAG2;PRKAG2;PRKAG2,chr7,151398047,
cg05617650,5.67,1.40E-08,++,SBF1,chr22,50892951,
cg04661001,-5.67,1.40E-08,--,SLC25A42,chr19,19217217,
cg09366519,-5.67,1.40E-08,--,HSD11B1;HSD11B1,chr1,209877970,
cg15552493,-5.67,1.40E-08,--,MAP4K4;MAP4K4;MAP4K4,chr2,102387391,
cg15937958,-5.67,1.41E-08,--,CXCL17;CXCL17,chr19,42947133,
cg14475840,-5.67,1.41E-08,--,C9orf30,chr9,103191817,
cg05548425,5.67,1.42E-08,++,RILP,chr17,1553415,
cg11268834,5.67,1.42E-08,++,MRPL44,chr2,224824500,
cg05228810,5.67,1.43E-08,++,TRIM67;TRIM67,chr1,231328821,
cg13598086,5.67,1.43E-08,++,SIGIRR;SIGIRR;SIGIRR,chr11,410087,
cg12357497,5.67,1.43E-08,++,CHD7,chr8,61760938,
cg17056629,5.67,1.43E-08,++,CPT1A;CPT1A,chr11,68566777,
cg06354125,5.67,1.45E-08,++,,chr6,106283465,
cg09028855,-5.67,1.46E-08,--,EIF2S2,chr20,32698354,
cg01401957,-5.67,1.46E-08,--,TRIO,chr5,14269011,
cg26835531,-5.67,1.46E-08,--,,chr18,47980832,
cg09286373,5.67,1.46E-08,++,LRRC8B;LRRC8B,chr1,90033611,
cg09813400,5.66,1.48E-08,++,TNIP1,chr5,150431636,
cg11145772,5.66,1.48E-08,++,IQSEC1;IQSEC1,chr3,12966188,
cg10163895,-5.66,1.49E-08,--,,chr1,151712510,
cg00026553,-5.66,1.49E-08,--,ZNF710,chr15,90562839,
cg14765001,5.66,1.51E-08,++,ZNF221;ZNF221;ZNF221,chr19,44461124,
cg09676376,5.66,1.52E-08,++,ZNF385A;ZNF385A;ZNF385A,chr12,54779077,
cg14850831,5.66,1.52E-08,++,GUCD1;GUCD1;GUCD1;GUCD1;GUCD1;GUCD1;GUCD1;GUCD1;GUCD1,chr22,24938711,
cg14891040,-5.66,1.52E-08,--,,chr6,2819667,
cg18001454,5.66,1.53E-08,++,PPFIA1;PPFIA1;PPFIA1,chr11,70204961,
cg24102279,5.66,1.53E-08,++,BMI1;COMMD3-BMI1,chr10,22615392,
cg10637499,5.66,1.55E-08,++,GNA15,chr19,3163432,
cg04602396,-5.66,1.55E-08,--,EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1;EPS15L1,chr19,16556977,
cg07639685,-5.65,1.57E-08,--,MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1,chr3,152032663,
cg07796826,-5.65,1.57E-08,--,SMYD3;SMYD3,chr1,246168639,
cg12310881,-5.65,1.57E-08,--,BCL2,chr18,60905355,
cg18551531,5.65,1.58E-08,++,LSM7,chr19,2323913,
cg01942825,5.65,1.59E-08,++,THRSP;NDUFC2-KCTD14;NDUFC2-KCTD14;NDUFC2-KCTD14;RNU6-83P,chr11,77777768,
cg18600016,-5.65,1.60E-08,--,DPY19L4,chr8,95772595,
cg10460657,5.65,1.61E-08,++,FOXK2,chr17,80560479,
cg27085598,-5.65,1.62E-08,--,,chr8,39955880,
cg15827092,-5.65,1.62E-08,--,,chr14,83600849,
cg11422009,-5.65,1.64E-08,--,,chr17,17321762,
cg05098014,-5.65,1.65E-08,--,,chr17,32561327,
cg12947395,5.65,1.65E-08,++,NDRG1;NDRG1;NDRG1;NDRG1,chr8,134310553,
cg25587233,5.64,1.66E-08,++,CRAT;CRAT;PPP2R4,chr9,131872005,
cg17681447,5.64,1.67E-08,++,CYTH3,chr7,6204302,
cg09939625,5.64,1.68E-08,++,ARPC1B,chr7,98983294,
cg16358867,5.64,1.70E-08,++,DNAI2,chr17,72306008,
cg13366857,-5.64,1.70E-08,--,GPC5,chr13,92420235,
cg15844273,5.64,1.71E-08,++,,chr3,16192799,
cg13139542,-5.64,1.71E-08,--,,chr2,8242815,
cg21319397,-5.64,1.71E-08,--,JAK1,chr1,65376643,
cg22833809,5.64,1.71E-08,++,TMC8;TMC6,chr17,76129984,
cg01369611,-5.64,1.72E-08,--,LOC101929710,chr5,95362282,
cg21995800,5.64,1.72E-08,++,WDR77,chr1,111984376,
cg13209475,-5.64,1.74E-08,--,,chr1,234979009,
cg00666295,-5.64,1.74E-08,--,SNORD22;SNORD31;SNORD30;SNORD29;SNHG1,chr11,62621597,
cg06625767,5.64,1.75E-08,++,F12,chr5,176836695,
cg20964957,-5.64,1.75E-08,--,,chr4,62333769,
cg03451760,-5.64,1.76E-08,--,,chr1,197924256,
cg23361265,5.64,1.76E-08,++,TTC19,chr17,15917660,
cg15685198,5.63,1.77E-08,++,MGAT5,chr2,135163836,
cg09427959,-5.63,1.78E-08,--,MED13L,chr12,116520303,
cg12598730,-5.63,1.79E-08,--,,chr7,106209712,
cg25214257,-5.63,1.79E-08,--,ARMC2;ARMC2,chr6,109222123,
cg02468770,5.63,1.79E-08,++,,chr7,151077901,
cg12799951,-5.63,1.80E-08,--,MSL2;MSL2,chr3,135905133,
cg26628091,5.63,1.81E-08,++,ARSJ,chr4,114865408,
cg17509718,5.63,1.81E-08,++,MGC57346-CRHR1;MGC57346-CRHR1,chr17,43742073,
cg01062024,-5.63,1.82E-08,--,IMPDH2,chr3,49065979,
cg00986350,5.63,1.82E-08,++,ZFPM1,chr16,88540396,
cg04497870,5.63,1.83E-08,++,HIVEP3;HIVEP3,chr1,42277284,
cg02641339,-5.63,1.83E-08,--,PSTPIP2,chr18,43635048,
cg17418742,-5.63,1.85E-08,--,,chr11,15602030,
cg03074223,5.63,1.86E-08,++,LPAR5;LPAR5,chr12,6741660,
cg23680821,-5.62,1.86E-08,--,C1orf59;C1orf59,chr1,109204316,
cg10022579,5.62,1.87E-08,++,KDM2B;KDM2B,chr12,121888287,
cg11732505,5.62,1.87E-08,++,UXS1;UXS1;UXS1,chr2,106776571,
cg06302240,5.62,1.88E-08,++,,chr10,32040421,
cg17193974,-5.62,1.89E-08,--,TNFAIP8;TNFAIP8;TNFAIP8,chr5,118664518,
cg05845765,5.62,1.90E-08,++,CUX1;CUX1;CUX1,chr7,101880148,
cg05230694,-5.62,1.90E-08,--,RAD51B,chr14,68993773,
cg12882189,5.62,1.90E-08,++,C17orf62;C17orf62;C17orf62,chr17,80402891,
cg23983783,-5.62,1.90E-08,--,N4BP2L1;N4BP2L1,chr13,32997294,
cg04289664,5.62,1.92E-08,++,ATRIP;ATRIP;ATRIP;ATRIP,chr3,48502606,
cg15221739,-5.62,1.94E-08,--,GPR98;GPR98,chr5,90236557,
cg07568588,-5.62,1.96E-08,--,,chr1,88338001,
cg23032661,5.62,1.97E-08,++,SEPT5;SEPT5-GP1BB;SEPT5-GP1BB;GP1BB;SEPT5,chr22,19710386,
cg15744898,-5.61,1.99E-08,--,,chr3,43837946,
cg03971994,5.61,1.99E-08,++,DAGLA,chr11,61467921,
cg14214937,-5.61,1.99E-08,--,,chr20,2202770,
cg27144670,5.61,2.01E-08,++,TMOD3,chr15,52161438,
cg16552271,5.61,2.01E-08,++,KIAA1026;KIAA1026;KIAA1026;KIAA1026;KIAA1026,chr1,15392907,
cg05697000,5.61,2.04E-08,++,MNT,chr17,2299364,
cg11882607,5.61,2.05E-08,++,CAND2;CAND2,chr3,12858926,
cg02718064,5.61,2.05E-08,++,RBPMS2,chr15,65059529,
cg04441687,-5.61,2.05E-08,--,,chr11,85869322,
cg26519740,-5.61,2.06E-08,--,GALNT10,chr5,153656660,
cg22004069,5.61,2.07E-08,++,,chr19,5585648,
cg18710046,-5.61,2.08E-08,--,,chr1,158124355,
cg18125510,-5.61,2.09E-08,--,WARS;WDR25;WARS;WARS;WDR25;WARS;WARS;WARS,chr14,100841768,
cg21571073,-5.60,2.09E-08,--,ZBTB16;ZBTB16,chr11,113970545,
cg19978242,-5.60,2.10E-08,--,INPP5F;INPP5F,chr10,121578846,
cg17023419,5.60,2.12E-08,++,CEMP1;CEMP1,chr16,2581414,
cg18919017,-5.60,2.12E-08,--,DPYSL3,chr5,146796877,
cg16672223,5.60,2.12E-08,++,CMIP;CMIP,chr16,81650677,
cg05572037,5.60,2.14E-08,++,PCOLCE;PCOLCE-AS1;PCOLCE,chr7,100201561,
cg13735863,5.60,2.15E-08,++,LOC100127888;SLCO4A1,chr20,61298096,
cg03606098,5.60,2.16E-08,++,NADK,chr1,1690840,
cg04276938,-5.60,2.17E-08,--,,chr5,40802085,
cg04990420,-5.60,2.17E-08,--,ADORA2A,chr22,24824362,
cg02035930,5.60,2.18E-08,++,TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2,chr20,62505169,
cg17389988,-5.60,2.19E-08,--,C7orf10,chr7,40740924,
cg19541712,-5.60,2.20E-08,--,,chr10,6114676,
cg04311574,5.60,2.20E-08,++,EP400,chr12,132548418,
cg26501007,5.59,2.22E-08,++,,chr8,126614261,
cg12456108,-5.59,2.24E-08,--,,chr6,37681893,
cg16299559,5.59,2.24E-08,++,,chr2,218113120,
cg12016218,-5.59,2.25E-08,--,,chr8,4923996,
cg18224611,-5.59,2.26E-08,--,,chr21,36986569,
cg05163230,5.59,2.26E-08,++,IQGAP2,chr5,75839930,
cg19875370,-5.59,2.27E-08,--,,chr7,25312085,
cg19169208,-5.59,2.28E-08,--,AGAP7P;TIMM23B;TIMM23B;TIMM23B,chr10,51487545,
cg21235953,-5.59,2.28E-08,--,,chr2,65867613,
cg18035056,5.59,2.29E-08,++,MTHFD1L;MTHFD1L;MTHFD1L;MTHFD1L,chr6,151216137,
cg08393943,5.59,2.30E-08,++,SEMA5B;SEMA5B;SEMA5B;SEMA5B;SEMA5B,chr3,122671707,
cg13241457,5.59,2.30E-08,++,C16orf54,chr16,29758360,
cg20015729,-5.59,2.31E-08,--,UBE2E2;MIR548AC,chr3,23430728,
