chr,pos,id,obs.ct,hudson.fst,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc,end,start,cpg,ancestry
12,119864812,.,660,0.0671645,12_119864812,5.20262,1.965e-07,0.5210997,cg16006934,0.918305710764336,119864812,119864812,cg16006934,ESN
6,31505179,.,660,0.0679566,6_31505179,4.90159,9.50662e-07,0.5195839,cg27071793,0.917616623155706,31505179,31505179,cg27071793,ESN
2,189621848,.,660,0.0632611,2_189621848,-3.84082,0.000122623,0.4937506,cg21751145,0.905610748191637,189621848,189621848,cg21751145,ESN
8,116471862,.,660,0.0638151,8_116471862,-3.91316,9.1095e-05,0.468212,cg08165796,0.891651802062538,116471862,116471862,cg08165796,ESN
6,32431004,.,660,0.132605,6_32431004,6.27281,3.54584e-10,-0.4589038,cg00528492,0.886206041132624,32431004,32431004,cg00528492,ESN
6,31605179,.,660,0.0789788,6_31605179,5.19676,2.02787e-07,-0.4548803,cg04754615,0.883768639819813,31605179,31605179,cg04754615,ESN
6,32378675,.,660,0.0710021,6_32378675,-4.48943,7.14127e-06,0.4477653,cg19416605,0.879228536889813,32378675,32378675,cg19416605,ESN
6,24106719,.,660,0.0651451,6_24106719,4.7233,2.32054e-06,-0.4439376,cg26194775,0.876759634429179,24106719,24106719,cg26194775,ESN
9,89633112,.,660,0.0602651,9_89633112,4.45807,8.27005e-06,0.4347484,cg13640690,0.870286148551538,89633112,89633112,cg13640690,ESN
6,54034543,.,660,0.061433,6_54034543,-3.38725,0.000705975,-0.4323981,cg04374786,0.868549647777791,54034543,54034543,cg04374786,ESN
10,47307413,.,660,0.0918461,10_47307413,5.03535,4.76983e-07,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,ESN
6,32796111,.,660,0.0679331,6_32796111,-4.56526,4.98876e-06,0.4226302,cg20067471,0.860792490126359,32796111,32796111,cg20067471,ESN
15,99507755,.,660,0.0738839,15_99507755,-3.49993,0.000465384,0.4184399,cg16214653,0.857563622474494,99507755,99507755,cg16214653,ESN
12,111246657,.,660,0.060074,12_111246657,-3.16224,0.00156562,0.4143592,cg14733103,0.854177249083513,111246657,111246657,cg14733103,ESN
6,31495351,.,660,0.0637914,6_31495351,4.75943,1.94144e-06,0.4043739,cg02446475,0.844868659901795,31495351,31495351,cg02446475,ESN
7,4089648,.,660,0.068662,7_4089648,4.12037,3.78264e-05,0.388801,cg06621691,0.830527762355341,4089648,4089648,cg06621691,ESN
4,77022545,.,660,0.0620595,4_77022545,-3.70042,0.000215239,0.3822632,cg17080371,0.823845581373371,77022545,77022545,cg17080371,ESN
6,32421528,.,660,0.060727,6_32421528,-4.15111,3.3086e-05,0.3724299,cg08578320,0.813548643678704,32421528,32421528,cg08578320,ESN
2,90077265,.,660,0.0615106,2_90077265,5.01236,5.37652e-07,-0.3620518,cg08377526,0.802405112636292,90077265,90077265,cg08377526,ESN
17,28421309,.,660,0.143386,17_28421309,6.70922,1.95666e-11,-0.3593777,cg13568106,0.799530632897436,28421309,28421309,cg13568106,ESN
1,206699171,.,660,0.0646827,1_206699171,5.24979,1.52275e-07,-0.3565025,cg26812585,0.796179698297757,206699171,206699171,cg26812585,ESN
1,230316487,.,660,0.0808521,1_230316487,-4.51987,6.18769e-06,0.3394865,cg11825002,0.775936273177954,230316487,230316487,cg11825002,ESN
6,170245965,.,660,0.0689812,6_170245965,-3.29935,0.000969088,0.3363147,cg10832035,0.772215200091353,170245965,170245965,cg10832035,ESN
2,148996454,.,660,0.061433,2_148996454,-3.41352,0.00064129,-0.3324247,cg04211175,0.76762390779614,148996454,148996454,cg04211175,ESN
10,130958572,.,660,0.0721846,10_130958572,-4.58037,4.64157e-06,0.329219,cg19427695,0.763973712292142,130958572,130958572,cg19427695,ESN
1,146044693,.,660,0.0682031,1_146044693,-3.54574,0.000391506,0.3277514,cg23685870,0.762343527892298,146044693,146044693,cg23685870,ESN
6,31481085,.,660,0.0658595,6_31481085,4.99448,5.89933e-07,-0.3239328,cg25212457,0.757956993057935,31481085,31481085,cg25212457,ESN
17,80677132,.,660,0.065795,17_80677132,4.46903,7.85745e-06,-0.3080924,cg10281768,0.740611673537855,80677132,80677132,cg10281768,ESN
10,130136630,.,660,0.0613911,10_130136630,4.59284,4.37264e-06,-0.3074049,cg26403151,0.739922585929225,130136630,130136630,cg26403151,ESN
8,1024049,.,660,0.0646031,8_1024049,-3.74485,0.000180503,-0.3061936,cg12442125,0.738709791738036,1024049,1024049,cg12442125,ESN
2,172205708,.,660,0.0805019,2_172205708,4.35755,1.31529e-05,-0.3042674,cg00076325,0.736453522025209,172205708,172205708,cg00076325,ESN
1,21468895,.,660,0.0609404,1_21468895,-3.8648,0.000111182,-0.3018628,cg19319317,0.733673545729823,21468895,21468895,cg19319317,ESN
1,7501170,.,660,0.431158,1_7501170,9.35584,8.29367e-21,0.3017719,cg24501872,0.733555416425486,7501170,7501170,cg24501872,ESN
16,4748200,.,660,0.0616047,16_4748200,-4.45856,8.25137e-06,0.2972844,cg03833378,0.728389228182502,4748200,4748200,cg03833378,ESN
1,209114022,.,660,0.0692599,1_209114022,-4.12614,3.689e-05,0.2920121,cg21809155,0.721872428226603,209114022,209114022,cg21809155,ESN
6,33676476,.,660,0.0612362,6_33676476,-3.77482,0.00016012,-0.2892573,cg14003231,0.718458491331278,33676476,33676476,cg14003231,ESN
1,153874256,.,660,0.071163,1_153874256,-2.82493,0.00472912,-0.2881377,cg13064789,0.716954311522726,153874256,153874256,cg13064789,ESN
10,129140609,.,660,0.0868562,10_129140609,5.14232,2.71373e-07,0.2848005,cg05332483,0.712670155418788,129140609,129140609,cg05332483,ESN
10,91528280,.,660,0.07166,10_91528280,4.57462,4.77091e-06,-0.2832362,cg24412117,0.710598954949421,91528280,91528280,cg24412117,ESN
12,113602864,.,660,0.0925711,12_113602864,6.76787,1.30694e-11,-0.2716728,cg16621856,0.694879882185707,113602864,113602864,cg16621856,ESN
1,35170626,.,2503,0.439638,1_35170626,19.3836,1.06083e-83,-0.8987742,cg12633102,0.985828421123095,35170626,35170626,cg12633102,EUR
15,28923057,.,2503,0.398055,15_28923057,19.7174,1.52821e-86,0.8140117,cg22874989,0.979303745880241,28923057,28923057,cg22874989,EUR
3,50254185,.,2503,0.357269,3_50254185,-17.022,5.6385e-65,0.7429065,cg09545109,0.971877350280951,50254185,50254185,cg09545109,EUR
1,1487887,.,2503,0.413685,1_1487887,-19.6877,2.75135e-86,0.7025269,cg19517490,0.966191393098886,1487887,1487887,cg19517490,EUR
9,88568453,.,2503,0.40237,9_88568453,20.4896,2.66746e-93,0.6194497,cg05507459,0.949617851700471,88568453,88568453,cg05507459,EUR
14,100658384,.,2503,0.397367,14_100658384,22.3785,6.3736e-111,-0.5931153,cg07957069,0.942904169570679,100658384,100658384,cg07957069,EUR
2,74403574,.,2503,0.404224,2_74403574,20.0684,1.39537e-89,0.5556067,cg05823218,0.93128812131092,74403574,74403574,cg05823218,EUR
15,28932271,.,2503,0.343775,15_28932271,-18.9409,5.25019e-80,0.5457951,cg11271546,0.927972625502542,28932271,28932271,cg11271546,EUR
1,35337080,.,2503,0.425594,1_35337080,-17.7145,3.23886e-70,0.5200015,cg16815882,0.917809567686123,35337080,35337080,cg16815882,EUR
1,23406269,.,2503,0.343662,1_23406269,-17.9664,3.57204e-72,-0.5157447,cg27447006,0.915895872955871,23406269,23406269,cg27447006,EUR
3,123634894,.,2503,0.442734,3_123634894,-19.366,1.49372e-83,0.504397,cg21593835,0.910682432991152,123634894,123634894,cg21593835,EUR
3,149466036,.,2503,0.343673,3_149466036,20.9058,4.74205e-97,0.4966471,cg04121771,0.906949546974118,149466036,149466036,cg04121771,EUR
1,1431450,.,2503,0.505659,1_1431450,24.0933,2.93883e-128,0.4956615,cg00305774,0.906504593261117,1431450,1431450,cg00305774,EUR
14,100676553,.,2503,0.391659,14_100676553,21.1525,2.61645e-99,-0.4946088,cg15871797,0.905984824322036,100676553,100676553,cg15871797,EUR
1,234525353,.,2503,0.367856,1_234525353,22.4346,1.80973e-111,0.4904126,cg00123090,0.903972688504837,234525353,234525353,cg00123090,EUR
5,142700025,.,2503,0.340566,5_142700025,-17.2335,1.4877e-66,0.4881662,cg19445684,0.902787457817994,142700025,142700025,cg19445684,EUR
2,74304293,.,2503,0.396413,2_74304293,19.6609,4.6677e-86,0.4843629,cg03813688,0.900901326592088,74304293,74304293,cg03813688,EUR
16,21940094,.,2503,0.394387,16_21940094,21.2528,3.10425e-100,0.4775745,cg07571928,0.897282632235912,21940094,21940094,cg07571928,EUR
2,74463251,.,2503,0.353893,2_74463251,19.3295,3.03503e-83,-0.47448,cg24060542,0.895317748140448,74463251,74463251,cg24060542,EUR
7,99647457,.,2503,0.347508,7_99647457,-16.3477,4.51468e-60,-0.4743543,cg18231159,0.895231119983935,99647457,99647457,cg18231159,EUR
10,73371787,.,2503,0.465514,10_73371787,23.6177,2.53592e-123,0.4522048,cg15838173,0.881953386176509,73371787,73371787,cg15838173,EUR
6,149492996,.,2503,0.374045,6_149492996,20.4838,3.00233e-93,-0.4377595,cg05861140,0.872467603038286,149492996,149492996,cg05861140,EUR
1,151485717,.,2503,0.34527,1_151485717,19.9499,1.50231e-88,-0.4352964,cg13462599,0.870675975255848,151485717,151485717,cg13462599,EUR
10,47307413,.,2503,0.34408,10_47307413,-13.5065,1.43122e-41,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,EUR
1,10785783,.,2503,0.379416,1_10785783,22.3716,7.4444e-111,-0.4246764,cg00787856,0.862422674526203,10785783,10785783,cg00787856,EUR
5,10452556,.,2503,0.363932,5_10452556,-19.6021,1.4847e-85,0.4238595,cg02301754,0.861820215074087,10452556,10452556,cg02301754,EUR
1,1541864,.,2503,0.390906,1_1541864,22.5159,2.90108e-112,0.4219965,cg01802295,0.860260908256845,1541864,1541864,cg01802295,EUR
1,1298561,.,2503,0.459563,1_1298561,-19.7367,1.04383e-86,-0.4108619,cg18224942,0.851070448379463,1298561,1298561,cg18224942,EUR
17,61506080,.,2503,0.35172,17_61506080,-18.0712,5.37422e-73,0.4067485,cg11587957,0.84729818592765,61506080,61506080,cg11587957,EUR
11,61948835,.,2503,0.360426,11_61948835,22.2106,2.7099e-109,0.3946392,cg23584647,0.836142841954804,61948835,61948835,cg23584647,EUR
16,28948499,.,2503,0.36713,16_28948499,-12.6988,6.00548e-37,-0.3926657,cg02007534,0.834237022511508,28948499,28948499,cg02007534,EUR
1,9647370,.,2503,0.340967,1_9647370,21.4129,1.01277e-101,-0.3831028,cg07793148,0.824711862938506,9647370,9647370,cg07793148,EUR
3,123976382,.,2503,0.469289,3_123976382,-16.3051,9.07681e-60,0.3794964,cg00101712,0.820947475773649,123976382,123976382,cg00101712,EUR
6,169666416,.,2503,0.359568,6_169666416,21.7562,6.03493e-105,0.3786739,cg18881641,0.820112695356337,169666416,169666416,cg18881641,EUR
1,1370113,.,2503,0.471507,1_1370113,23.1285,2.3922e-118,-0.3775933,cg02506753,0.818994404608618,1370113,1370113,cg02506753,EUR
16,89720353,.,2503,0.340861,16_89720353,21.4098,1.08361e-101,0.3727796,cg05185784,0.813938470383015,89720353,89720353,cg05185784,EUR
1,35126775,.,2503,0.339062,1_35126775,-18.0071,1.71514e-72,-0.3719961,cg09834465,0.81309187703527,35126775,35126775,cg09834465,EUR
1,1284756,.,2503,0.475377,1_1284756,-19.389,9.56396e-84,-0.3679865,cg16995668,0.808854972653066,1284756,1284756,cg16995668,EUR
11,44692378,.,2503,0.365626,11_44692378,-19.1762,5.85129e-82,0.3651648,cg15362894,0.805756047235971,44692378,44692378,cg15362894,EUR
2,231318878,.,2503,0.383552,2_231318878,-17.4716,2.35742e-68,0.357361,cg27383418,0.797136545662883,231318878,231318878,cg27383418,EUR
1,35117348,.,2503,0.339062,1_35117348,-18.0071,1.71514e-72,-0.3471444,cg25035631,0.78496922731622,35117348,35117348,cg25035631,EUR
15,74773303,.,2503,0.366814,15_74773303,22.3174,2.50296e-110,-0.3467122,cg20552236,0.784484897168441,74773303,74773303,cg20552236,EUR
15,28985600,.,2503,0.390145,15_28985600,-18.9085,9.70608e-80,0.3451919,cg08438435,0.782709019959915,28985600,28985600,cg08438435,EUR
1,1312114,.,2503,0.550711,1_1312114,24.5017,1.4176e-132,0.3422252,cg12208770,0.779137577325474,1312114,1312114,cg12208770,EUR
5,43037924,.,2503,0.35352,5_43037924,19.9839,7.59733e-89,0.3394392,cg04268624,0.775861457951874,43037924,43037924,cg04268624,EUR
17,19388755,.,2503,0.531796,17_19388755,24.5703,2.62593e-133,0.3350198,cg20538986,0.77069526970889,19388755,19388755,cg20538986,EUR
5,73441641,.,2503,0.378118,5_73441641,-14.6795,8.72333e-49,0.3331856,cg02867776,0.768474438787363,73441641,73441641,cg02867776,EUR
16,82591080,.,2503,0.367292,16_82591080,21.6882,2.65161e-104,0.3177978,cg09415485,0.751329939084655,82591080,82591080,cg09415485,EUR
1,1469429,.,2503,0.42634,1_1469429,-19.3077,4.62454e-83,-0.3169197,cg00391668,0.750282525919538,1469429,1469429,cg00391668,EUR
3,50230405,.,2503,0.339662,3_50230405,-15.3931,1.81955e-53,-0.3123641,cg22075146,0.745451037372174,50230405,50230405,cg22075146,EUR
6,31605800,.,503,0.123168,6_31605800,6.74531,1.52697e-11,-0.9091081,cg07455790,0.986478132296946,31605800,31605800,cg07455790,FIN
5,132673462,.,503,0.121371,5_132673462,6.57051,5.0143e-11,-0.7620825,cg06941635,0.974137557637256,132673462,132673462,cg06941635,FIN
7,76871623,.,503,0.130089,7_76871623,6.55951,5.39853e-11,0.7588489,cg05913257,0.973775294437291,76871623,76871623,cg05913257,FIN
11,87551724,.,503,0.113615,11_87551724,6.50288,7.87948e-11,0.6994611,cg20545409,0.965683437090239,87551724,87551724,cg20545409,FIN
14,21739142,.,503,0.110562,14_21739142,6.70054,2.07651e-11,-0.6810753,cg18200828,0.962596324603578,21739142,21739142,cg18200828,FIN
6,32328605,.,503,0.11996,6_32328605,6.62674,3.43184e-11,0.6754125,cg25605800,0.961604038447151,32328605,32328605,cg25605800,FIN
6,31410974,.,503,0.123622,6_31410974,-4.9317,8.15188e-07,0.6655019,cg03694466,0.959587964986474,31410974,31410974,cg03694466,FIN
6,32666564,.,503,0.105289,6_32666564,-5.47577,4.35606e-08,0.644047,cg23967822,0.955303808882536,32666564,32666564,cg23967822,FIN
16,90020897,.,503,0.117338,16_90020897,6.42957,1.27966e-10,-0.6412484,cg08854185,0.954622596560862,90020897,90020897,cg08854185,FIN
13,28605575,.,503,0.107919,13_28605575,6.6779,2.42396e-11,0.6032455,cg03437912,0.945538453057383,28605575,28605575,cg03437912,FIN
2,70248801,.,503,0.135436,2_70248801,-5.90811,3.46063e-09,-0.5998234,cg16435808,0.944676109135727,70248801,70248801,cg16435808,FIN
3,122661539,.,503,0.13011,3_122661539,6.96534,3.27607e-12,0.5629977,cg01948202,0.933796400206332,122661539,122661539,cg01948202,FIN
8,17344431,.,503,0.11134,8_17344431,6.69623,2.13858e-11,-0.5402792,cg15638882,0.925921113250564,17344431,17344431,cg15638882,FIN
17,72548399,.,503,0.109503,17_72548399,-5.54369,2.96168e-08,0.528818,cg12920004,0.921471576120555,72548399,72548399,cg12920004,FIN
2,6449417,.,503,0.108859,2_6449417,-5.88505,3.97925e-09,-0.5276801,cg15316750,0.921022684764076,6449417,6449417,cg15316750,FIN
16,1238131,.,503,0.113025,16_1238131,6.01481,1.80095e-09,-0.5249744,cg03856470,0.919951645738092,1238131,1238131,cg03856470,FIN
2,172079158,.,503,0.123622,2_172079158,-4.93169,8.15197e-07,-0.5094943,cg05714155,0.912954453277891,172079158,172079158,cg05714155,FIN
11,113095618,.,503,0.16038,11_113095618,7.79722,6.32861e-15,0.4973297,cg25132257,0.90728030902626,113095618,113095618,cg25132257,FIN
6,29635735,.,503,0.129603,6_29635735,6.93699,4.00552e-12,-0.497211,cg03835151,0.907229119661048,29635735,29635735,cg03835151,FIN
3,65114926,.,503,0.108701,3_65114926,-5.70251,1.18055e-08,-0.4971455,cg09473396,0.907193680869747,65114926,65114926,cg09473396,FIN
2,219296584,.,503,0.116242,2_219296584,-4.42938,9.45028e-06,0.4845711,cg14987769,0.901007642965991,219296584,219296584,cg14987769,FIN
14,75284752,.,503,0.105741,14_75284752,5.79138,6.98086e-09,0.4643159,cg16052494,0.889407345280144,75284752,75284752,cg16052494,FIN
16,731292,.,503,0.109063,16_731292,6.32653,2.50737e-10,-0.457947,cg05638439,0.885572080532685,731292,731292,cg05638439,FIN
9,134003054,.,503,0.115302,9_134003054,6.35266,2.11619e-10,0.4558412,cg14472181,0.884402600419753,134003054,134003054,cg14472181,FIN
10,75265040,.,503,0.105318,10_75265040,-5.34345,9.1195e-08,-0.4527747,cg23711873,0.882299898802563,75265040,75265040,cg23711873,FIN
9,128748242,.,503,0.118064,9_128748242,-5.66318,1.48593e-08,-0.4527239,cg14439753,0.882276272941695,128748242,128748242,cg14439753,FIN
17,50336093,.,503,0.104203,17_50336093,-5.09226,3.53825e-07,-0.447153,cg23247955,0.878878086620281,50336093,50336093,cg23247955,FIN
5,1638372,.,503,0.119411,5_1638372,6.45688,1.06882e-10,0.4427093,cg01963061,0.875869727003178,1638372,1638372,cg01963061,FIN
20,49814143,.,503,0.121844,20_49814143,6.2601,3.84723e-10,-0.4369629,cg17204562,0.871833642438346,49814143,49814143,cg17204562,FIN
6,112389322,.,503,0.126178,6_112389322,6.8809,5.94757e-12,-0.430374,cg14615010,0.866947026882292,112389322,112389322,cg14615010,FIN
8,17364625,.,503,0.104966,8_17364625,6.53959,6.16878e-11,-0.4250618,cg22390040,0.862717997787044,17364625,17364625,cg22390040,FIN
13,113654911,.,503,0.111595,13_113654911,5.89939,3.64845e-09,0.4195144,cg00180806,0.858355088813549,113654911,113654911,cg00180806,FIN
3,125609000,.,503,0.104028,3_125609000,-4.89759,9.70183e-07,-0.4146434,cg02807482,0.854378068900886,125609000,125609000,cg02807482,FIN
11,72772835,.,503,0.121796,11_72772835,6.25654,3.93617e-10,-0.4137808,cg10933774,0.85360629077922,72772835,72772835,cg10933774,FIN
22,49325001,.,503,0.147485,22_49325001,7.25424,4.03933e-13,-0.4080675,cg06629999,0.848538543623183,49325001,49325001,cg06629999,FIN
22,29428534,.,503,0.148916,22_29428534,-6.3622,1.98888e-10,-0.4051677,cg23516852,0.845679814458239,29428534,29428534,cg23516852,FIN
11,2701437,.,503,0.111684,11_2701437,6.87235,6.31547e-12,-0.4019729,cg06809295,0.842785646501995,2701437,2701437,cg06809295,FIN
3,194925312,.,503,0.114234,3_194925312,-5.52384,3.31676e-08,-0.3919509,cg05793390,0.833528246685489,194925312,194925312,cg05793390,FIN
13,28585251,.,503,0.107909,13_28585251,5.98945,2.10554e-09,0.389465,cg19118519,0.831149910024847,28585251,28585251,cg19118519,FIN
2,281741,.,503,0.117872,2_281741,-5.02485,5.03838e-07,0.3779588,cg25710298,0.819368480739017,281741,281741,cg25710298,FIN
2,105576621,.,503,0.110872,2_105576621,6.57604,4.83154e-11,0.3764545,cg09906995,0.817864300930465,105576621,105576621,cg09906995,FIN
5,1649649,.,503,0.118134,5_1649649,6.30316,2.91645e-10,0.3747335,cg13972460,0.816001795565426,1649649,1649649,cg13972460,FIN
15,96917856,.,503,0.112344,15_96917856,-5.37569,7.62879e-08,0.3639257,cg25900631,0.804409373166535,96917856,96917856,cg25900631,FIN
17,75837829,.,503,0.106994,17_75837829,5.47909,4.27523e-08,0.3556958,cg02678768,0.795155910993507,75837829,75837829,cg02678768,FIN
2,172091721,.,503,0.129593,2_172091721,-5.03951,4.66726e-07,-0.3529581,cg24576666,0.791974295063376,172091721,172091721,cg24576666,FIN
5,166392817,.,503,0.146198,5_166392817,7.34087,2.1221e-13,-0.3324734,cg07366848,0.767682972448309,166392817,166392817,cg07366848,FIN
16,86292336,.,503,0.111808,16_86292336,-5.51141,3.55969e-08,-0.3252309,cg27499105,0.759449359936053,86292336,86292336,cg27499105,FIN
4,180763567,.,503,0.106099,4_180763567,6.76372,1.34493e-11,0.3250912,cg16144181,0.759264290692592,180763567,180763567,cg16144181,FIN
11,68412092,.,503,0.156468,11_68412092,-6.16073,7.24081e-10,0.323476,cg10893908,0.757374221823208,68412092,68412092,cg10893908,FIN
14,91461177,.,503,0.111362,14_91461177,5.77378,7.75116e-09,0.3226215,cg19764096,0.756377998023303,91461177,91461177,cg19764096,FIN
12,132179740,.,503,0.0469523,12_132179740,-3.10214,0.00192129,-1.3164648,cg26320244,0.997700416208916,132179740,132179740,cg26320244,GBR
1,156903643,.,503,0.0481475,1_156903643,4.44117,8.94723e-06,-1.3156177,cg08480098,0.99769254092196,156903643,156903643,cg08480098,GBR
16,85088809,.,503,0.0424491,16_85088809,-2.57026,0.0101622,0.9816166,cg02510185,0.990088951366165,85088809,85088809,cg02510185,GBR
3,138105727,.,503,0.0425715,3_138105727,-2.3198,0.0203514,0.9331086,cg05987030,0.98788387101855,138105727,138105727,cg05987030,GBR
7,2983474,.,503,0.0423961,7_2983474,4.15674,3.22817e-05,-0.8571252,cg24693436,0.982835812079903,2983474,2983474,cg24693436,GBR
12,122740362,.,503,0.0471799,12_122740362,-3.0034,0.00266977,-0.8002583,cg00609630,0.978114577549919,122740362,122740362,cg00609630,GBR
12,101594996,.,503,0.0650933,12_101594996,4.66723,3.05286e-06,-0.7956566,cg14604777,0.977669623836919,101594996,101594996,cg14604777,GBR
17,81966676,.,503,0.0425715,17_81966676,-2.43203,0.0150144,0.7898575,cg01231183,0.977134104323926,81966676,81966676,cg01231183,GBR
1,156927487,.,503,0.0430244,1_156927487,4.26753,1.97654e-05,-0.7193619,cg18334542,0.968683921420387,156927487,156927487,cg18334542,GBR
12,31646318,.,503,0.0442457,12_31646318,-3.3028,0.000957242,-0.6794885,cg04202120,0.96233250249056,31646318,31646318,cg04202120,GBR
12,132180126,.,503,0.0469523,12_132180126,-3.10214,0.00192129,-0.671144,cg12613382,0.960733819238538,132180126,132180126,cg12613382,GBR
1,157004530,.,503,0.0430244,1_157004530,4.26753,1.97654e-05,0.6474195,cg06867543,0.955988958847688,157004530,157004530,cg06867543,GBR
